"Transaction Type","Timekeeper Nickname 1","Client Nickname 1","Activity Nickname 1","Reference Nickname 1","Extra","Transaction Date","Hold",
"Time","CoreyM","Dalton","Bid","UUU-Project","Slip: t71","01/09/2013","No"
"Time","JamesR","Danvers","Clean","","Slip: t72","01/09/2013","No"
"Time","SamS","Dartmouth","DesignL","AAA-Project","Slip: t73","01/10/2013","No"
"Time","ShawnR","Dedham","Planting","DEDHA-Project01","Slip: t74","01/10/2013","No"
"Time","TomH","Deerfield","Lot Maintenance","DEERF-Project02","Slip: t75","01/10/2013","Yes"
"Time","CoreyM","Dennis","Water Feature","EEE-Project","Slip: t76","01/10/2013","No"
"Time","JamesR","Dighton","Pave","III-Project","Slip: t77","01/10/2013","No"
"Time","SamS","Douglas","Build Structure","OOO-Project","Slip: t78","01/10/2013","No"
"Time","ShawnR","Dover","DemoS","UUU-Project","Slip: t79","01/10/2013","No"
"Time","TomH","Dracut","Fix","","Slip: t80","01/10/2013","No"
"Time","CoreyM","Dudley","DesignS","AAA-Project","Slip: t81","01/11/2013","No"
"Time","JamesR","Dunstable","Bid","DUNST-Project01","Slip: t82","01/11/2013","No"
"Time","SamS","Duxbury","Clean","DUXBU-Project02","Slip: t83","01/11/2013","No"
"Time","ShawnR","East.Bridgewater","DesignL","EEE-Project","Slip: t84","01/11/2013","No"
"Time","TomH","East.Brookfield","Planting","III-Project","Slip: t85","01/11/2013","No"
"Time","CoreyM","East.Longmeadow","Lot Maintenance","OOO-Project","Slip: t86","01/11/2013","No"
"Time","JamesR","Eastham","Water Feature","UUU-Project","Slip: t87","01/11/2013","No"
"Time","SamS","Easthampton","Pave","","Slip: t88","01/11/2013","No"
"Time","ShawnR","Easton","Build Structure","AAA-Project","Slip: t89","01/12/2013","No"
"Time","TomH","Edgartown","DemoS","EDGAR-Project01","Slip: t90","01/12/2013","No"
"Time","CoreyM","Egremont","Fix","EGREM-Project01","Slip: t91","01/12/2013","No"
"Time","JamesR","Erving","DesignS","ERVIN-Project02","Slip: t92","01/12/2013","No"
"Time","SamS","Essex","Bid","III-Project","Slip: t93","01/12/2013","No"
"Time","ShawnR","Everett","Clean","OOO-Project","Slip: t94","01/12/2013","No"
"Time","TomH","Fairhaven","DesignL","UUU-Project","Slip: t95","01/12/2013","No"
"Time","CoreyM","Fall River","Planting","","Slip: t96","01/12/2013","No"
"Time","JamesR","Falmouth","Lot Maintenance","AAA-Project","Slip: t97","01/13/2013","No"
"Time","SamS","Fitchburg","Water Feature","EEE-Project","Slip: t98","01/13/2013","No"
"Time","ShawnR","Florida","Pave","FLORI-Project01","Slip: t99","01/13/2013","No"
"Time","TomH","Foxborough","Build Structure","FOXBO-Project02","Slip: t100","01/13/2013","Yes"
"Time","CoreyM","Framingham","DemoS","III-Project","Slip: t101","01/13/2013","No"
"Time","JamesR","Franklin","Fix","OOO-Project","Slip: t102","01/13/2013","No"
"Time","SamS","Freetown","DesignS","UUU-Project","Slip: t103","01/13/2013","No"
"Time","ShawnR","Gardner","Bid","","Slip: t104","01/13/2013","No"
"Time","TomH","Georgetown","Clean","AAA-Project","Slip: t105","01/14/2013","No"
"Time","CoreyM","Gill","DesignL","EEE-Project","Slip: t106","01/14/2013","No"
"Time","JamesR","Gloucester","Planting","GLOUC-Project01","Slip: t107","01/14/2013","No"
"Time","SamS","Goshen","Lot Maintenance","GOSHE-Project02","Slip: t108","01/14/2013","No"
"Time","ShawnR","Gosnold","Water Feature","III-Project","Slip: t109","01/14/2013","No"
"Time","TomH","Grafton","Pave","OOO-Project","Slip: t110","01/14/2013","No"
"Time","CoreyM","Granby","Build Structure","UUU-Project","Slip: t111","01/14/2013","No"
"Time","JamesR","Granville","DemoS","","Slip: t112","01/14/2013","No"
"Time","SamS","Great Barrington","Fix","AAA-Project","Slip: t113","01/15/2013","No"
"Time","ShawnR","Greenfield","DesignS","EEE-Project","Slip: t114","01/15/2013","No"
"Time","TomH","Groton","Bid","GROTO-Project01","Slip: t115","01/15/2013","No"
"Time","CoreyM","Groveland","Clean","GROVE-Project02","Slip: t116","01/15/2013","No"
"Time","JamesR","Hadley","DesignL","III-Project","Slip: t117","01/15/2013","No"
"Time","SamS","Halifax","Planting","OOO-Project","Slip: t118","01/15/2013","No"
"Time","ShawnR","Hamilton","Lot Maintenance","UUU-Project","Slip: t119","01/15/2013","No"
"Time","TomH","Hampden","Water Feature","","Slip: t120","01/15/2013","No"
"Time","CoreyM","Hancock","Pave","AAA-Project","Slip: t121","01/16/2013","No"
"Time","JamesR","Hanover","Build Structure","EEE-Project","Slip: t122","01/16/2013","No"
"Time","SamS","Hanson","DemoS","HANSO-Project01","Slip: t123","01/16/2013","No"
"Time","ShawnR","Hardwick","Fix","HARDW-Project02","Slip: t124","01/16/2013","No"
"Time","TomH","Harvard","DesignS","III-Project","Slip: t125","01/16/2013","Yes"
"Time","CoreyM","Harwich","Bid","OOO-Project","Slip: t126","01/16/2013","No"
"Time","JamesR","Hatfield","Clean","UUU-Project","Slip: t127","01/16/2013","No"
"Time","SamS","Haverhill","DesignL","","Slip: t128","01/16/2013","No"
"Time","ShawnR","Hawley","Planting","AAA-Project","Slip: t129","01/17/2013","No"
"Time","TomH","Heath","Lot Maintenance","EEE-Project","Slip: t130","01/17/2013","No"
"Time","CoreyM","Hingham","Water Feature","HINGH-Project01","Slip: t131","01/17/2013","No"
"Time","JamesR","Hinsdale","Pave","HINSD-Project02","Slip: t132","01/17/2013","No"
"Time","SamS","Holbrook","Build Structure","III-Project","Slip: t133","01/17/2013","No"
"Time","ShawnR","Holden","DemoS","OOO-Project","Slip: t134","01/17/2013","No"
"Time","TomH","Holland","Fix","UUU-Project","Slip: t135","01/17/2013","No"
"Time","CoreyM","Holliston","DesignS","","Slip: t136","01/17/2013","No"
"Time","JamesR","Holyoke","Bid","AAA-Project","Slip: t137","01/18/2013","No"
"Time","SamS","Hopedale","Clean","EEE-Project","Slip: t138","01/18/2013","No"
"Time","ShawnR","Hopkinton","DesignL","HOPKI-Project01","Slip: t139","01/18/2013","No"
"Time","TomH","Hubbardston","Planting","HUBBA-Project02","Slip: t140","01/18/2013","No"
"Time","CoreyM","Hudson","Lot Maintenance","III-Project","Slip: t141","01/18/2013","No"
"Time","JamesR","Hull","Water Feature","OOO-Project","Slip: t142","01/18/2013","No"
"Time","SamS","Huntington","Pave","UUU-Project","Slip: t143","01/18/2013","No"
"Time","ShawnR","Ipswich","Build Structure","","Slip: t144","01/18/2013","No"
"Time","TomH","Kingston","DemoS","AAA-Project","Slip: t145","01/19/2013","No"
"Time","CoreyM","Lakeville","Fix","EEE-Project","Slip: t146","01/19/2013","No"
"Time","JamesR","Lancaster","DesignS","III-Project","Slip: t147","01/19/2013","No"
"Time","SamS","Lanesborough","Bid","LANES-Project01","Slip: t148","01/19/2013","No"
"Time","ShawnR","Lawrence","Clean","LAWRE-Project02","Slip: t149","01/19/2013","No"
"Time","TomH","Lee","DesignL","OOO-Project","Slip: t150","01/19/2013","Yes"
"Time","CoreyM","Leicester","Planting","UUU-Project","Slip: t151","01/19/2013","No"
"Time","JamesR","Lenox","Lot Maintenance","","Slip: t152","01/19/2013","No"
"Time","SamS","Leominster","Water Feature","AAA-Project","Slip: t153","01/20/2013","No"
"Time","ShawnR","Leverett","Pave","EEE-Project","Slip: t154","01/20/2013","No"
"Time","TomH","Lexington","Build Structure","III-Project","Slip: t155","01/20/2013","No"
"Time","CoreyM","Leyden","DemoS","LEYDE-Project01","Slip: t156","01/20/2013","No"
"Time","JamesR","Lincoln","Fix","LINCO-Project02","Slip: t157","01/20/2013","No"
"Time","SamS","Littleton","DesignS","OOO-Project","Slip: t158","01/20/2013","No"
"Time","ShawnR","Longmeadow","Bid","UUU-Project","Slip: t159","01/20/2013","No"
"Time","TomH","Lowell","Clean","","Slip: t160","01/20/2013","No"
"Time","CoreyM","Ludlow","DesignL","AAA-Project","Slip: t161","01/21/2013","No"
"Time","JamesR","Lunenburg","Planting","EEE-Project","Slip: t162","01/21/2013","No"
"Time","SamS","Lynn","Lot Maintenance","III-Project","Slip: t163","01/21/2013","No"
"Time","ShawnR","Lynnfield","Water Feature","LYNNF-Project01","Slip: t164","01/21/2013","No"
"Time","TomH","Malden","Pave","MALDE-Project02","Slip: t165","01/21/2013","No"
"Time","CoreyM","Manchester-by-the-Sea","Build Structure","OOO-Project","Slip: t166","01/21/2013","No"
"Time","JamesR","Mansfield","DemoS","UUU-Project","Slip: t167","01/21/2013","No"
"Time","SamS","Marblehead","Fix","","Slip: t168","01/21/2013","No"
"Time","ShawnR","Marion","DesignS","AAA-Project","Slip: t169","01/22/2013","No"
"Time","TomH","Marlborough","Bid","EEE-Project","Slip: t170","01/22/2013","No"
"Time","CoreyM","Marshfield","Clean","III-Project","Slip: t171","01/22/2013","No"
"Time","JamesR","Mashpee","DesignL","MASHP-Project01","Slip: t172","01/22/2013","No"
"Time","SamS","Mattapoisett","Planting","MATTA-Project02","Slip: t173","01/22/2013","No"
"Time","ShawnR","Maynard","Lot Maintenance","OOO-Project","Slip: t174","01/22/2013","No"
"Time","TomH","Medfield","Water Feature","UUU-Project","Slip: t175","01/22/2013","Yes"
"Time","CoreyM","Medford","Pave","","Slip: t176","01/22/2013","No"
"Time","JamesR","Medway","Build Structure","AAA-Project","Slip: t177","01/23/2013","No"
"Time","SamS","Melrose","DemoS","EEE-Project","Slip: t178","01/23/2013","No"
"Time","ShawnR","Mendon","Fix","III-Project","Slip: t179","01/23/2013","No"
"Time","TomH","Merrimac","DesignS","MERRI-Project01","Slip: t180","01/23/2013","No"
"Time","CoreyM","Methuen","Bid","METHU-Project02","Slip: t181","01/23/2013","No"
"Time","JamesR","Middleborough","Clean","OOO-Project","Slip: t182","01/23/2013","No"
"Time","SamS","Middlefield","DesignL","UUU-Project","Slip: t183","01/23/2013","No"
"Time","ShawnR","Middleton","Planting","","Slip: t184","01/23/2013","No"
"Time","TomH","Milford","Lot Maintenance","AAA-Project","Slip: t185","01/24/2013","No"
"Time","CoreyM","Millbury","Water Feature","EEE-Project","Slip: t186","01/24/2013","No"
"Time","JamesR","Millis","Pave","III-Project","Slip: t187","01/24/2013","No"
"Time","SamS","Millville","Build Structure","MILLV-Project01","Slip: t188","01/24/2013","No"
"Time","ShawnR","Milton","DemoS","MILTO-Project02","Slip: t189","01/24/2013","No"
"Time","TomH","Monroe","Fix","OOO-Project","Slip: t190","01/24/2013","No"
"Time","CoreyM","Monson","DesignS","UUU-Project","Slip: t191","01/24/2013","No"
"Time","JamesR","Montague","Bid","","Slip: t192","01/24/2013","No"
"Time","SamS","Monterey","Clean","AAA-Project","Slip: t193","01/25/2013","No"
"Time","ShawnR","Montgomery","DesignL","EEE-Project","Slip: t194","01/25/2013","No"
"Time","TomH","Mount Washington","Planting","III-Project","Slip: t195","01/25/2013","No"
"Time","CoreyM","Nahant","Lot Maintenance","NAHAN-Project01","Slip: t196","01/25/2013","No"
"Time","JamesR","Nantucket","Water Feature","NANTU-Project02","Slip: t197","01/25/2013","No"
"Time","SamS","Natick","Pave","OOO-Project","Slip: t198","01/25/2013","No"
"Time","ShawnR","Needham","Build Structure","UUU-Project","Slip: t199","01/25/2013","No"
"Time","TomH","New Ashford","DemoS","","Slip: t200","01/25/2013","Yes"
"Time","CoreyM","New Bedford","Fix","AAA-Project","Slip: t201","01/26/2013","No"
"Time","JamesR","New Braintree","DesignS","EEE-Project","Slip: t202","01/26/2013","No"
"Time","SamS","New Marlborough","Bid","III-Project","Slip: t203","01/26/2013","No"
"Time","ShawnR","New Salem","Clean","NEWSA-Project01","Slip: t204","01/26/2013","No"
"Time","TomH","Newbury","DesignL","NEWBU-Project02","Slip: t205","01/26/2013","No"
"Time","CoreyM","Newburyport","Planting","OOO-Project","Slip: t206","01/26/2013","No"
"Time","JamesR","Newton","Lot Maintenance","UUU-Project","Slip: t207","01/26/2013","No"
"Time","SamS","Norfolk","Water Feature","","Slip: t208","01/26/2013","No"
"Time","ShawnR","North.Adams","Pave","AAA-Project","Slip: t209","01/27/2013","No"
"Time","TomH","North.Andover","Build Structure","EEE-Project","Slip: t210","01/27/2013","No"
"Time","CoreyM","North.Attleborough","DemoS","III-Project","Slip: t211","01/27/2013","No"
"Time","JamesR","North.Brookfield","Fix","NORTH-Project01","Slip: t212","01/27/2013","No"
"Time","SamS","North.Reading","DesignS","NORTH-Project02","Slip: t213","01/27/2013","No"
"Time","ShawnR","Northampton","Bid","OOO-Project","Slip: t214","01/27/2013","No"
"Time","TomH","Northborough","Clean","UUU-Project","Slip: t215","01/27/2013","No"
"Time","CoreyM","Northbridge","DesignL","","Slip: t216","01/27/2013","No"
"Time","JamesR","Northfield","Planting","AAA-Project","Slip: t217","01/28/2013","No"
"Time","SamS","Norton","Lot Maintenance","EEE-Project","Slip: t218","01/28/2013","No"
"Time","ShawnR","Norwell","Water Feature","III-Project","Slip: t219","01/28/2013","No"
"Time","TomH","Norwood","Pave","NORWO-Project01","Slip: t220","01/28/2013","No"
"Time","CoreyM","Oak Bluffs","Build Structure","OAKBL-Project02","Slip: t221","01/28/2013","No"
"Time","JamesR","Oakham","DemoS","OOO-Project","Slip: t222","01/28/2013","No"
"Time","SamS","Orange","Fix","UUU-Project","Slip: t223","01/28/2013","No"
"Time","ShawnR","Orleans","DesignS","","Slip: t224","01/28/2013","No"
"Time","TomH","Otis","Bid","AAA-Project","Slip: t225","01/29/2013","Yes"
"Time","CoreyM","Oxford","Clean","EEE-Project","Slip: t226","01/29/2013","No"
"Time","JamesR","Palmer","DesignL","III-Project","Slip: t227","01/29/2013","No"
"Time","SamS","Paxton","Planting","OOO-Project","Slip: t228","01/29/2013","No"
"Time","ShawnR","Peabody","Lot Maintenance","PEABO-Project01","Slip: t229","01/29/2013","No"
"Time","TomH","Pelham","Water Feature","PELHA-Project02","Slip: t230","01/29/2013","No"
"Time","CoreyM","Pembroke","Pave","UUU-Project","Slip: t231","01/29/2013","No"
"Time","JamesR","Pepperell","Build Structure","","Slip: t232","01/29/2013","No"
"Time","SamS","Peru","DemoS","AAA-Project","Slip: t233","01/30/2013","No"
"Time","ShawnR","Petersham","Fix","EEE-Project","Slip: t234","01/30/2013","No"
"Time","TomH","Phillipston","DesignS","III-Project","Slip: t235","01/30/2013","No"
"Time","CoreyM","Pittsfield","Bid","OOO-Project","Slip: t236","01/30/2013","No"
"Time","JamesR","Plainfield","Clean","PLAIN-Project01","Slip: t237","01/30/2013","No"
"Time","SamS","Plainville","DesignL","PLAIN-Project02","Slip: t238","01/30/2013","No"
"Time","ShawnR","Plymouth","Planting","UUU-Project","Slip: t239","01/30/2013","No"
"Time","TomH","Plympton","Lot Maintenance","","Slip: t240","01/30/2013","No"
"Time","CoreyM","Princeton","Water Feature","AAA-Project","Slip: t241","01/31/2013","No"
"Time","JamesR","Provincetown","Pave","EEE-Project","Slip: t242","01/31/2013","No"
"Time","SamS","Quincy","Build Structure","III-Project","Slip: t243","01/31/2013","No"
"Time","ShawnR","Randolph","DemoS","OOO-Project","Slip: t244","01/31/2013","No"
"Time","TomH","Raynham","Fix","RAYNH-Project01","Slip: t245","01/31/2013","No"
"Time","CoreyM","Reading","DesignS","READI-Project02","Slip: t246","01/31/2013","No"
"Time","JamesR","Rehoboth","Bid","UUU-Project","Slip: t247","01/31/2013","No"
"Time","SamS","Revere","Clean","","Slip: t248","01/31/2013","No"
"Time","ShawnR","Richmond","DesignL","AAA-Project","Slip: t249","02/01/2013","No"
"Time","TomH","Rochester","Planting","EEE-Project","Slip: t250","02/01/2013","Yes"
"Time","CoreyM","Rockland","Lot Maintenance","III-Project","Slip: t251","02/01/2013","No"
"Time","JamesR","Rockport","Water Feature","OOO-Project","Slip: t252","02/01/2013","No"
"Time","SamS","Rowe","Pave","ROWE-Project01","Slip: t253","02/01/2013","No"
"Time","ShawnR","Rowley","Build Structure","ROWLE-Project02","Slip: t254","02/01/2013","No"
"Time","TomH","Royalston","DemoS","UUU-Project","Slip: t255","02/01/2013","No"
"Time","CoreyM","Russell","Fix","","Slip: t256","02/01/2013","No"
"Time","JamesR","Rutland","DesignS","AAA-Project","Slip: t257","02/02/2013","No"
"Time","SamS","Salem","Bid","EEE-Project","Slip: t258","02/02/2013","No"
"Time","ShawnR","Salisbury","Clean","III-Project","Slip: t259","02/02/2013","No"
"Time","TomH","Sandisfield","DesignL","OOO-Project","Slip: t260","02/02/2013","No"
"Time","CoreyM","Sandwich","Planting","SANDW-Project01","Slip: t261","02/02/2013","No"
"Time","JamesR","Saugus","Lot Maintenance","SAUGU-Project02","Slip: t262","02/02/2013","No"
"Time","SamS","Savoy","Water Feature","UUU-Project","Slip: t263","02/02/2013","No"
"Time","ShawnR","Scituate","Pave","","Slip: t264","02/02/2013","No"
"Time","TomH","Seekonk","Build Structure","AAA-Project","Slip: t265","02/03/2013","No"
"Time","CoreyM","Sharon","DemoS","EEE-Project","Slip: t266","02/03/2013","No"
"Time","JamesR","Sheffield","Fix","III-Project","Slip: t267","02/03/2013","No"
"Time","SamS","Shelburne","DesignS","OOO-Project","Slip: t268","02/03/2013","No"
"Time","ShawnR","Sherborn","Bid","SHERB-Project01","Slip: t269","02/03/2013","No"
"Time","TomH","Shirley","Clean","SHIRL-Project02","Slip: t270","02/03/2013","No"
"Time","CoreyM","Shrewsbury","DesignL","UUU-Project","Slip: t271","02/03/2013","No"
"Time","JamesR","Shutesbury","Planting","","Slip: t272","02/03/2013","No"
"Time","SamS","Somerset","Lot Maintenance","AAA-Project","Slip: t273","02/04/2013","No"
"Time","ShawnR","Somerville","Water Feature","EEE-Project","Slip: t274","02/04/2013","No"
"Time","TomH","South.Hadley","Pave","III-Project","Slip: t275","02/04/2013","Yes"
"Time","CoreyM","Southampton","Build Structure","OOO-Project","Slip: t276","02/04/2013","No"
"Time","JamesR","Southborough","DemoS","SOUTH-Project01","Slip: t277","02/04/2013","No"
"Time","SamS","Southbridge","Fix","SOUTH-Project02","Slip: t278","02/04/2013","No"
"Time","ShawnR","Southwick","DesignS","UUU-Project","Slip: t279","02/04/2013","No"
"Time","TomH","Spencer","Bid","","Slip: t280","02/04/2013","No"
"Time","CoreyM","Springfield","Clean","AAA-Project","Slip: t281","02/05/2013","No"
"Time","JamesR","Sterling","DesignL","EEE-Project","Slip: t282","02/05/2013","No"
"Time","SamS","Stockbridge","Planting","III-Project","Slip: t283","02/05/2013","No"
"Time","ShawnR","Stoneham","Lot Maintenance","OOO-Project","Slip: t284","02/05/2013","No"
"Time","TomH","Stoughton","Water Feature","STOUG-Project01","Slip: t285","02/05/2013","No"
"Time","CoreyM","Stow","Pave","STOW-Project02","Slip: t286","02/05/2013","No"
"Time","JamesR","Sturbridge","Build Structure","UUU-Project","Slip: t287","02/05/2013","No"
"Time","SamS","Sudbury","DemoS","","Slip: t288","02/05/2013","No"
"Time","ShawnR","Sunderland","Fix","AAA-Project","Slip: t289","02/06/2013","No"
"Time","TomH","Sutton","DesignS","EEE-Project","Slip: t290","02/06/2013","No"
"Time","CoreyM","Swampscott","Bid","III-Project","Slip: t291","02/06/2013","No"
"Time","JamesR","Swansea","Clean","OOO-Project","Slip: t292","02/06/2013","No"
"Time","SamS","Taunton","DesignL","TAUNT-Project01","Slip: t293","02/06/2013","No"
"Time","ShawnR","Templeton","Planting","TEMPL-Project02","Slip: t294","02/06/2013","No"
"Time","TomH","Tewksbury","Lot Maintenance","UUU-Project","Slip: t295","02/06/2013","No"
"Time","CoreyM","Tisbury","Water Feature","","Slip: t296","02/06/2013","No"
"Time","JamesR","Tolland","Pave","AAA-Project","Slip: t297","02/07/2013","No"
"Time","SamS","Topsfield","Build Structure","EEE-Project","Slip: t298","02/07/2013","No"
"Time","ShawnR","Townsend","DemoS","III-Project","Slip: t299","02/07/2013","No"
"Time","TomH","Truro","Fix","OOO-Project","Slip: t300","02/07/2013","Yes"
"Time","CoreyM","Tyngsborough","DesignS","TYNGS-Project01","Slip: t301","02/07/2013","No"
"Time","JamesR","Tyringham","Bid","TYRIN-Project02","Slip: t302","02/07/2013","No"
"Time","SamS","Upton","Clean","UUU-Project","Slip: t303","02/07/2013","No"
"Time","ShawnR","Uxbridge","DesignL","","Slip: t304","02/07/2013","No"
"Time","TomH","Wakefield","Planting","AAA-Project","Slip: t305","02/08/2013","No"
"Time","CoreyM","Wales","Lot Maintenance","EEE-Project","Slip: t306","02/08/2013","No"
"Time","JamesR","Walpole","Water Feature","III-Project","Slip: t307","02/08/2013","No"
"Time","SamS","Waltham","Pave","OOO-Project","Slip: t308","02/08/2013","No"
"Time","ShawnR","Ware","Build Structure","UUU-Project","Slip: t309","02/08/2013","No"
"Time","TomH","Wareham","DemoS","WAREH-Project01","Slip: t310","02/08/2013","No"
"Time","CoreyM","Warren","Fix","WARRE-Project02","Slip: t311","02/08/2013","No"
"Time","JamesR","Warwick","DesignS","","Slip: t312","02/08/2013","No"
"Time","SamS","Washington","Bid","AAA-Project","Slip: t313","02/09/2013","No"
"Time","ShawnR","Watertown","Clean","EEE-Project","Slip: t314","02/09/2013","No"
"Time","TomH","Wayland","DesignL","III-Project","Slip: t315","02/09/2013","No"
"Time","CoreyM","Webster","Planting","OOO-Project","Slip: t316","02/09/2013","No"
"Time","JamesR","Wellesley","Lot Maintenance","UUU-Project","Slip: t317","02/09/2013","No"
"Time","SamS","Wellfleet","Water Feature","WELLF-Project01","Slip: t318","02/09/2013","No"
"Time","ShawnR","Wendell","Pave","WENDE-Project02","Slip: t319","02/09/2013","No"
"Time","TomH","Wenham","Build Structure","","Slip: t320","02/09/2013","No"
"Time","CoreyM","West.Boylston","DemoS","AAA-Project","Slip: t321","02/10/2013","No"
