"216","PAY","","Maynard","(274.01)","01/28/2013","","174","","Maynard - 174 - 1/28/2013 . Check No. 174","","","","","","","Applies to Invoice: G:12512","263.47","0.00","0.00","10.54","0.00","274.01","0.00","0.00"
"217","PAY","","Mendon","(279.01)","01/28/2013","","179","","Mendon - 179 - 1/28/2013 . Check No. 179","","","","","","","Applies to Invoice: G:12516","268.28","0.00","0.00","10.73","0.00","279.01","0.00","0.00"
"218","PAY","","Middleton","(284.01)","01/28/2013","","184","","Middleton - 184 - 1/28/2013 . Check No. 184","","","","","","","Applies to Invoice: G:12521","273.09","0.00","0.00","10.92","0.00","284.01","0.00","0.00"
"219","PAY","","Milton","(289.01)","01/28/2013","","189","","Milton - 189 - 1/28/2013 . Check No. 189","","","","","","Applies to Suspense: 50.85","Applies to Invoice: G:12526","229.00","0.00","0.00","9.16","0.00","238.16","0.00","0.00"
"220","PAY","","Montgomery","(294.01)","01/28/2013","","194","","Montgomery - 194 - 1/28/2013 . Check No. 194","","","","","","","Applies to Invoice: G:12531","282.70","0.00","0.00","11.31","0.00","294.01","0.00","0.00"
"221","PAY","","Needham","(299.01)","01/28/2013","","199","","Needham - 199 - 1/28/2013 . Check No. 199","","","","","","Applies to Suspense: 168.98","Applies to Invoice: G:12536","125.03","0.00","0.00","5.00","0.00","130.03","0.00","0.00"
"222","PAY","","New Salem","(304.01)","01/28/2013","","204","","New Salem - 204 - 1/28/2013 . Check No. 204","","","","","","Applies to Suspense: 304.01"
"223","PAY","","North.Adams","(309.01)","01/28/2013","","209","","North.Adams - 209 - 1/28/2013 . Check No. 209","","","","","","Applies to Suspense: 309.01"
"224","PAY","","North.Andover","(310.01)","01/28/2013","","210","","North.Andover - 210 - 1/28/2013 . Check No. 210","","","","","","Applies to Suspense: 61.53","Applies to Invoice: G:12546","238.92","0.00","0.00","9.56","0.00","248.48","0.00","0.00"
"225","PAY","","Northampton","(314.01)","01/28/2013","","214","","Northampton - 214 - 1/28/2013 . Check No. 214","","","","","","Applies to Suspense: 195.46","Applies to Invoice: G:12550","113.99","0.00","0.00","4.56","0.00","118.55","0.00","0.00"
"226","PAY","","Norwell","(319.01)","01/28/2013","","219","","Norwell - 219 - 1/28/2013 . Check No. 219","","","","","","Applies to Suspense: 319.01"
"227","PAY","","Orleans","(324.01)","01/28/2013","","224","","Orleans - 224 - 1/28/2013 . Check No. 224","","","","","","Applies to Suspense: 324.01"
"228","PAY","","Peabody","(329.01)","01/28/2013","","229","","Peabody - 229 - 1/28/2013 . Check No. 229","","","","","","Applies to Suspense: 20.29","Applies to Invoice: G:12553","296.85","0.00","0.00","11.87","0.00","308.72","0.00","0.00"
"229","PAY","","Petersham","(334.01)","01/28/2013","","234","","Petersham - 234 - 1/28/2013 . Check No. 234","","","","","","Applies to Suspense: 334.01"
"230","PAY","","Plymouth","(339.01)","01/28/2013","","239","","Plymouth - 239 - 1/28/2013 . Check No. 239","","","","","","Applies to Suspense: 339.01"
"231","PAY","","Randolph","(344.01)","01/28/2013","","244","","Randolph - 244 - 1/28/2013 . Check No. 244","","","","","","Applies to Suspense: 344.01"
"232","PAY","","Richmond","(349.01)","01/28/2013","","249","","Richmond - 249 - 1/28/2013 . Check No. 249","","","","","","Applies to Suspense: 349.01"
"233","PAY","","Rowley","(354.01)","01/28/2013","","254","","Rowley - 254 - 1/28/2013 . Check No. 254","","","","","","Applies to Suspense: 354.01"
"234","PAY","","Salisbury","(359.01)","01/28/2013","","259","","Salisbury - 259 - 1/28/2013 . Check No. 259","","","","","","Applies to Suspense: 359.01"
"235","PAY","","Scituate","(364.01)","01/28/2013","","264","","Scituate - 264 - 1/28/2013 . Check No. 264","","","","","","Applies to Suspense: 364.01"
"236","PAY","","Sherborn","(369.01)","01/28/2013","","269","","Sherborn - 269 - 1/28/2013 . Check No. 269","","","","","","Applies to Suspense: 369.01"
"237","PAY","","Somerville","(374.01)","01/28/2013","","274","","Somerville - 274 - 1/28/2013 . Check No. 274","","","","","","Applies to Suspense: 374.01"
"238","PAY","","Southwick","(379.01)","01/28/2013","","279","","Southwick - 279 - 1/28/2013 . Check No. 279","","","","","","Applies to Suspense: 379.01"
"239","PAY","","Stoneham","(384.01)","01/28/2013","","284","","Stoneham - 284 - 1/28/2013 . Check No. 284","","","","","","Applies to Suspense: 384.01"
"240","PAY","","Sunderland","(389.01)","01/28/2013","","289","","Sunderland - 289 - 1/28/2013 . Check No. 289","","","","","","Applies to Suspense: 389.01"
"241","PAY","","Templeton","(394.01)","01/28/2013","","294","","Templeton - 294 - 1/28/2013 . Check No. 294","","","","","","Applies to Suspense: 394.01"
"242","PAY","","Townsend","(399.01)","01/28/2013","","299","","Townsend - 299 - 1/28/2013 . Check No. 299","","","","","","Applies to Suspense: 399.01"
"243","PAY","","Uxbridge","(404.01)","01/28/2013","","304","","Uxbridge - 304 - 1/28/2013 . Check No. 304","","","","","","Applies to Suspense: 404.01"
"244","PAY","","Ware","(409.01)","01/28/2013","","309","","Ware - 309 - 1/28/2013 . Check No. 309","","","","","","Applies to Suspense: 409.01"
"245","PAY","","Watertown","(414.01)","01/28/2013","","314","","Watertown - 314 - 1/28/2013 . Check No. 314","","","","","","Applies to Suspense: 414.01"
"246","PAY","","Wendell","(419.01)","01/28/2013","","319","","Wendell - 319 - 1/28/2013 . Check No. 319","","","","","","Applies to Suspense: 419.01"
"247","PAY","","West.Boylston","(421.01)","01/28/2013","","321","","West.Boylston - 321 - 1/28/2013 . Check No. 321","","","","","","Applies to Suspense: 421.01"
"248","PAY","","West.Bridgewater","(422.01)","01/28/2013","","322","","West.Bridgewater - 322 - 1/28/2013 . Check No. 322","","","","","","Applies to Suspense: 422.01"
"249","PAY","","West.Newbury","(424.01)","01/28/2013","","324","","West.Newbury - 324 - 1/28/2013 . Check No. 324","","","","","","Applies to Suspense: 424.01"
"250","PAY","","Westfield","(429.01)","01/28/2013","","329","","Westfield - 329 - 1/28/2013 . Check No. 329","","","","","","Applies to Suspense: 429.01"
"251","PAY","","Westport","(434.01)","01/28/2013","","334","","Westport - 334 - 1/28/2013 . Check No. 334","","","","","","Applies to Suspense: 434.01"
"252","PAY","","Wilbraham","(439.01)","01/28/2013","","339","","Wilbraham - 339 - 1/28/2013 . Check No. 339","","","","","","Applies to Suspense: 439.01"
"253","PAY","","Winchester","(444.01)","01/28/2013","","344","","Winchester - 344 - 1/28/2013 . Check No. 344","","","","","","Applies to Suspense: 444.01"
"254","PAY","","Worthington","(449.01)","01/28/2013","","349","","Worthington - 349 - 1/28/2013 . Check No. 349","","","","","","Applies to Suspense: 449.01"
"256","PAY","","East.Brookfield","(11.01)","01/28/2013","","","","Transferred payment","","","","","","Applies to Suspense: 11.01"
"258","PAY","","North.Andover","(12.01)","01/28/2013","","","","Transferred payment","","","","","","Applies to Suspense: 12.01"
"260","PAY","","West.Bridgewater","(13.01)","01/28/2013","","","","Transferred payment","","","","","","Applies to Suspense: 13.01"
"309","PAY","","Hadley","(31.01)","01/28/2013","","pay-1-1","","bds-pay: Hadley - 1/28/2013 . Check No. pay-1-1","","","","","","","Applies to Invoice: G:12457","29.82","0.00","0.00","1.19","0.00","31.01","0.00","0.00"
"310","PAY","","Halifax","(32.01)","01/28/2013","","pay-2-1","","bds-pay: Halifax - 1/28/2013 . Check No. pay-2-1","","","","","","","Applies to Invoice: G:12458","30.78","0.00","0.00","1.23","0.00","32.01","0.00","0.00"
