"Buckland","Invoice Charges","684.01","345.95","2.06","5.08","251.18","1288.28","Payments","0.00","148.02","0.00","0.00","0.00","148.02","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","1.17","1.31","471.14","929.59","Payments","149.01","0.00","0.00","0.00","0.00","149.01","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Cambridge","Invoice Charges","0.00","454.71","0.00","924.83","5.65","1385.19","Payments","0.00","0.00","0.00","0.00","5.65","5.65","Credits","0.00","0.00","0.00","4.04","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Canton","Invoice Charges","802.04","3.41","3.08","1153.50","928.48","2890.51","Payments","0.00","0.00","0.00","176.07","0.00","176.07","Credits","0.00","0.00","3.03","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Carlisle","Invoice Charges","922.04","806.03","3.54","9.77","1156.54","2897.92","Payments","0.00","0.00","155.57","9.77","11.71","177.05","Credits","0.00","2.02","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Carver","Invoice Charges","1044.16","926.56","3.40","1625.52","14.01","3613.65","Payments","0.00","178.03","0.00","0.00","0.00","178.03","Credits","1.01","0.00","0.00","0.00","0.00","1.01","Write Offs","3.01","3.02","3.03","3.04","0.00","12.10","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Charlemont","Invoice Charges","0.00","1044.25","0.00","1857.19","1625.78","4527.22","Payments","154.01","0.00","0.00","0.00","0.00","154.01","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Charlton","Invoice Charges","1294.68","5.50","4.97","2093.24","1863.96","5262.35","Payments","0.00","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chatham","Invoice Charges","126.25","1295.33","0.48","2338.57","2102.49","5863.12","Payments","0.00","0.00","0.00","156.04","25.04","181.08","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chelmsford","Invoice Charges","233.76","127.25","0.90","2571.00","2338.86","5271.77","Payments","0.00","0.00","157.03","25.03","0.00","182.06","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chelsea","Invoice Charges","343.39","235.25","0.71","250.22","2572.30","3401.87","Payments","0.00","158.02","0.71","24.31","0.00","183.04","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Cheshire","Invoice Charges","684.72","345.65","2.02","474.70","252.95","1760.04","Payments","159.01","25.01","0.00","0.00","0.00","184.02","Credits","0.00","0.00","0.00","4.04","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chester","Invoice Charges","455.15","686.71","1.75","7.48","474.59","1625.68","Payments","0.00","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","3.03","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chesterfield","Invoice Charges","0.00","458.68","0.00","924.84","5.02","1388.54","Payments","0.00","0.00","0.00","161.04","0.00","161.04","Credits","0.00","2.02","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chicopee","Invoice Charges","786.39","3.34","3.01","1152.76","928.48","2873.98","Payments","0.00","0.00","162.03","0.00","25.04","187.07","Credits","1.01","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Chilmark","Invoice Charges","878.64","782.71","2.74","9.38","1156.24","2829.71","Payments","0.00","163.02","0.00","9.38","15.65","188.05","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Clarksburg","Invoice Charges","995.46","865.20","3.19","1625.01","13.56","3502.42","Payments","164.01","0.00","3.19","21.83","0.00","189.03","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Clinton","Invoice Charges","0.00","976.41","0.00","1857.68","1626.03","4460.12","Payments","0.00","25.01","0.00","0.00","0.00","25.01","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Cohasset","Invoice Charges","1188.79","5.05","4.56","2092.79","1929.82","5221.01","Payments","0.00","0.00","0.00","166.04","0.00","166.04","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Colrain","Invoice Charges","131.12","1201.12","0.50","2404.81","2102.35","5839.90","Payments","0.00","0.00","167.03","0.00","0.00","167.03","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Concord","Invoice Charges","235.85","130.90","69.25","2571.28","2339.21","5346.49","Payments","0.00","168.02","0.00","0.00","25.04","193.06","Credits","0.00","0.00","0.00","4.04","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Conway","Invoice Charges","346.41","302.04","0.68","250.72","2572.53","3472.38","Payments","169.01","0.00","0.00","25.03","0.00","194.04","Credits","0.00","0.00","3.03","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Cummington","Invoice Charges","651.89","342.56","2.50","475.39","253.47","1725.81","Payments","0.00","0.00","2.50","22.52","0.00","25.02","Credits","0.00","2.02","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Dalton","Invoice Charges","446.01","679.64","1.71","7.19","473.72","1608.27","Payments","0.00","25.01","0.00","171.04","0.00","196.05","Credits","1.01","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Danvers","Invoice Charges","0.00","450.42","0.00","923.36","4.94","1378.72","Payments","0.00","0.00","172.03","0.00","0.00","172.03","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Dartmouth","Invoice Charges","772.24","3.28","2.30","2.58","923.65","1704.05","Payments","0.00","173.02","0.00","0.00","0.00","173.02","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Dedham","Invoice Charges","888.11","3.03","2.74","3.07","1153.04","2049.99","Payments","174.01","0.00","0.00","0.00","25.04","199.05","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
"Deerfield","Invoice Charges","0.00","871.14","0.00","1621.53","10.14","2502.81","Payments","0.00","0.00","0.00","25.03","0.00","25.03","Credits","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00"
