"Boxborough","01719","Open","Town of Boxborough 1835 Boxborough Road Boxborough, MA 01719 US","617-835 1835","","","","","","County of Middlesex","06/14/2013","1:39:00","Middlesex","1164.00","49960.000","0.165100","Open town meeting","JamesR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1835"
"Boxford","01921","Open","Town of Boxford 1685 Boxford Road Boxford, MA 01921 US","617-685 1685","","","","","","County of Essex","08/04/2013","2:09:36","Essex","1215.00","79650.000","0.216100","Open town meeting","TomH","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1685"
"Boylston","01505","Open","Town of Boylston 1785 Boylston Road Boylston, MA 01505 US","617-785 1785","","","","","","County of Worcester","05/08/2013","1:16:48","Worcester","1127.00","43550.000","0.128100","Open town meeting","SamS","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1785"
"Braintree","02184","Open","City of Braintree 1640 Braintree Road Braintree, MA 02184 US","617-640 1640","","","","","","County of Norfolk","09/28/2013","2:42:36","Norfolk","1270.00","357440.000","0.271100","Mayor-council","TomH","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1640"
"Brewster","02631","Open","Town of Brewster 1803 Brewster Road Brewster, MA 02631 US","617-803 1803","","","","","","County of Barnstable","11/14/2013","3:10:48","Barnstable","1317.00","98200.000","0.318100","Open town meeting","SamS","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1803"
"Bridgewater","02324","Open","City of Bridgewater 1656 Bridgewater Road Bridgewater, MA 02324 US","617-656 1656","","","","","","County of Plymouth","10/03/2013","2:45:36","Plymouth","1275.00","265630.000","0.276100","Council-manager","TomH","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1656"
"Brimfield","01010","Open","Town of Brimfield 1731 Brimfield Road Brimfield, MA 01010 US","617-731 1731","","","","","","County of Hampden","01/07/2013","0:04:12","Hampden","1006.00","36090.000","0.007100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1731"
"Brockton","02301","Open","City of Brockton 1821 Brockton Road Brockton, MA 02301 US","617-821 1821","","","","","","County of Plymouth","10/01/2013","2:44:24","Plymouth","1273.00","938100.000","0.274100","Mayor-council","ShawnR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1821"
"Brookfield","01506","Open","Town of Brookfield 1718 Brookfield Road Brookfield, MA 01506 US","617-718 1718","","","","","","County of Worcester","05/09/2013","1:17:24","Worcester","1128.00","33900.000","0.129100","Open town meeting","ShawnR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1718"
"Brookline","02445","Open","Town of Brookline 1705 Brookline Road Brookline, MA 02445 US","617-705 1705","","","","","","County of Norfolk","10/24/2013","2:58:12","Norfolk","1296.00","587320.000","0.297100","Representative town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1705"
"Buckland","01338","Open","Town of Buckland 1779 Buckland Road Buckland, MA 01338 US","617-779 1779","","","","","","County of Franklin","03/28/2013","0:52:12","Franklin","1086.00","19020.000","0.087100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1779"
"Burlington","01803","Open","Town of Burlington 1799 Burlington Road Burlington, MA 01803 US","617-799 1799","","","","","","County of Middlesex","07/07/2013","1:52:48","Middlesex","1187.00","244980.000","0.188100","Representative town meeting","SamS","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1799"
"Cambridge","02138","Open","City of Cambridge 1636 Cambridge Road Cambridge, MA 02138 US","617-636 1636","","","","","","County of Middlesex","09/17/2013","2:36:00","Middlesex","1259.00","1051620.000","0.260100","Mayor-manager-council","JamesR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1636"
"Canton","02021","Open","Town of Canton 1797 Canton Road Canton, MA 02021 US","617-797 1797","","","","","","County of Norfolk","08/25/2013","2:22:12","Norfolk","1236.00","215610.000","0.237100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1797"
"Carlisle","01741","Open","Town of Carlisle 1780 Carlisle Road Carlisle, MA 01741 US","617-780 1780","","","","","","County of Middlesex","06/19/2013","1:42:00","Middlesex","1169.00","48520.000","0.170100","Open town meeting","JamesR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1780"
"Carver","02330","Open","Town of Carver 1790 Carver Road Carver, MA 02330 US","617-790 1790","","","","","","County of Plymouth","10/04/2013","2:46:12","Plymouth","1276.00","115090.000","0.277100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1790"
"Charlemont","01339","Open","Town of Charlemont 1765 Charlemont Road Charlemont, MA 01339 US","617-765 1765","","","","","","County of Franklin","03/29/2013","0:52:48","Franklin","1087.00","12660.000","0.088100","Open town meeting","SamS","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1765"
"Charlton","01507","Open","Town of Charlton 1775 Charlton Road Charlton, MA 01507 US","617-775 1775","","","","","","County of Worcester","05/10/2013","1:18:00","Worcester","1129.00","129810.000","0.130100","Open town meeting","JamesR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1775"
"Chatham","02633","Open","Town of Chatham 1712 Chatham Road Chatham, MA 02633 US","617-712 1712","","","","","","County of Barnstable","11/15/2013","3:11:24","Barnstable","1318.00","61250.000","0.319100","Open town meeting","ShawnR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1712"
"Chelmsford","01824","Open","Town of Chelmsford 1655 Chelmsford Road Chelmsford, MA 01824 US","617-655 1655","","","","","","County of Middlesex","07/10/2013","1:54:36","Middlesex","1190.00","338020.000","0.191100","Representative town meeting","TomH","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1655"
"Chelsea","02150","Open","City of Chelsea 1739 Chelsea Road Chelsea, MA 02150 US","617-739 1739","","","","","","County of Suffolk","09/21/2013","2:38:24","Suffolk","1263.00","351770.000","0.264100","Council-manager","ShawnR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1739"
"Cheshire","01225","Open","Town of Cheshire 1793 Cheshire Road Cheshire, MA 01225 US","617-793 1793","","","","","","County of Berkshire","02/21/2013","0:31:12","Berkshire","1051.00","32350.000","0.052100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1793"
"Chester","01011","Open","Town of Chester 1765 Chester Road Chester, MA 01011 US","617-765 1765","","","","","","County of Hampden","01/08/2013","0:04:48","Hampden","1007.00","13370.000","0.008100","Open town meeting","SamS","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1765"
"Chesterfield","01012","Open","Town of Chesterfield 1762 Chesterfield Road Chesterfield, MA 01012 US","617-762 1762","","","","","","County of Hampshire","01/09/2013","0:05:24","Hampshire","1008.00","12220.000","0.009100","Open town meeting","ShawnR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1762"
"Chicopee","01013","Open","City of Chicopee 1848 Chicopee Road Chicopee, MA 01013 US","617-848 1848","","","","","","County of Hampden","01/10/2013","0:06:00","Hampden","1009.00","552980.000","0.010100","Mayor-aldermen","JamesR","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1848"
"Chilmark","02535","Open","Town of Chilmark 1714 Chilmark Road Chilmark, MA 02535 US","617-714 1714","","","","","","County of Dukes","11/03/2013","3:04:12","Dukes","1306.00","8660.000","0.307100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1714"
"Clarksburg","01247x","Open","Town of Clarksburg 1798 Clarksburg Road Clarksburg, MA 01247x US","617-798 1798","","","","","","County of Berkshire","03/08/2013","0:40:12","Berkshire","1066.00","17020.000","0.067100","Open town meeting","CoreyM","TomH","CoreyM","JamesR","By billing value on each slip","None applied","By billing value on each slip","None applied","","None applied","MyTaxes","0 Minutes","0.3333","0.000000","5.00% Charge at 30 days","Compound, Grace Period 0 days","","None","","Established in 1798"
