"Barnstable","Invoice Charges","0.00","3033.15","0.00","3033.15","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","47.20","Payments","0.00","0.00","122.21","122.21","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","645.46","Payments","0.00","148.03","0.00","148.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","386.59","Payments","124.01","0.00","0.00","124.01","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","11.55","Payments","0.00","0.00","0.00","0.00","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","2320.01","Payments","0.00","0.00","0.00","0.00","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","3277.84","Payments","0.00","0.00","127.03","127.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","1524.79","Payments","0.00","128.02","0.00","128.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","950.75","Payments","129.01","3.46","3.13","135.60","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","1368.82","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","2541.02","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1819.06","Payments","0.00","0.00","132.03","132.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","1526.24","Payments","0.00","133.02","0.00","133.02","Credits","0.00","0.00","3.03","3.03","Write Offs","2.01","2.02","2.03","6.06","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","114.17","Payments","134.01","0.00","0.00","134.01","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","601.24","Payments","0.00","25.01","0.00","25.01","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","1462.41","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","3009.06","Payments","0.00","0.00","137.03","137.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","1791.89","Payments","0.00","138.02","0.00","138.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","944.32","Payments","139.01","0.00","0.00","139.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","967.72","Payments","0.00","0.00","3.68","3.68","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","1729.84","Payments","0.00","25.01","0.00","25.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1972.72","Payments","0.00","0.00","142.03","142.03","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","0.00","1043.20","Payments","0.00","143.02","0.00","143.02","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","4.40","1302.68","Payments","144.01","0.00","0.00","144.01","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","0.48","1420.64","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Brookfield","Invoice Charges","233.51","127.11","0.90","361.52","Payments","0.00","0.00","0.90","0.90","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Brookline","Invoice Charges","343.01","234.99","1.32","579.32","Payments","0.00","25.01","147.03","172.04","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Buckland","Invoice Charges","684.01","345.95","2.06","1032.02","Payments","0.00","148.02","0.00","148.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","1.17","457.14","Payments","149.01","0.00","0.00","149.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Cambridge","Invoice Charges","0.00","454.71","0.00","454.71","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Canton","Invoice Charges","802.04","3.41","3.08","808.53","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Carlisle","Invoice Charges","922.04","806.03","3.54","1731.61","Payments","0.00","0.00","155.57","155.57","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Carver","Invoice Charges","1044.16","926.56","3.40","1974.12","Payments","0.00","178.03","0.00","178.03","Credits","1.01","0.00","0.00","1.01","Write Offs","3.01","3.02","3.03","9.06","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Charlemont","Invoice Charges","0.00","1044.25","0.00","1044.25","Payments","154.01","0.00","0.00","154.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Charlton","Invoice Charges","1294.68","5.50","4.97","1305.15","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chatham","Invoice Charges","126.25","1295.33","0.48","1422.06","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chelmsford","Invoice Charges","233.76","127.25","0.90","361.91","Payments","0.00","0.00","157.03","157.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chelsea","Invoice Charges","343.39","235.25","0.71","579.35","Payments","0.00","158.02","0.71","158.73","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Cheshire","Invoice Charges","684.72","345.65","2.02","1032.39","Payments","159.01","25.01","0.00","184.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chester","Invoice Charges","455.15","686.71","1.75","1143.61","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chesterfield","Invoice Charges","0.00","458.68","0.00","458.68","Payments","0.00","0.00","0.00","0.00","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chicopee","Invoice Charges","786.39","3.34","3.01","792.74","Payments","0.00","0.00","162.03","162.03","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Chilmark","Invoice Charges","878.64","782.71","2.74","1664.09","Payments","0.00","163.02","0.00","163.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Clarksburg","Invoice Charges","995.46","865.20","3.19","1863.85","Payments","164.01","0.00","3.19","167.20","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Clinton","Invoice Charges","0.00","976.41","0.00","976.41","Payments","0.00","25.01","0.00","25.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Cohasset","Invoice Charges","1188.79","5.05","4.56","1198.40","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Colrain","Invoice Charges","131.12","1201.12","0.50","1332.74","Payments","0.00","0.00","167.03","167.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Concord","Invoice Charges","235.85","130.90","69.25","436.00","Payments","0.00","168.02","0.00","168.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Conway","Invoice Charges","346.41","302.04","0.68","649.13","Payments","169.01","0.00","0.00","169.01","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Cummington","Invoice Charges","651.89","342.56","2.50","996.95","Payments","0.00","0.00","2.50","2.50","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dalton","Invoice Charges","446.01","679.64","1.71","1127.36","Payments","0.00","25.01","0.00","25.01","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Danvers","Invoice Charges","0.00","450.42","0.00","450.42","Payments","0.00","0.00","172.03","172.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dartmouth","Invoice Charges","772.24","3.28","2.30","777.82","Payments","0.00","173.02","0.00","173.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dedham","Invoice Charges","888.11","3.03","2.74","893.88","Payments","174.01","0.00","0.00","174.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Deerfield","Invoice Charges","0.00","871.14","0.00","871.14","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dennis","Invoice Charges","0.00","1006.17","0.00","1006.17","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dighton","Invoice Charges","1225.02","5.20","4.70","1234.92","Payments","0.00","5.20","181.73","186.93","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Douglas","Invoice Charges","128.77","1214.04","0.00","1342.81","Payments","0.00","178.02","(178.02)","0.00","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dover","Invoice Charges","238.39","126.54","20.90","385.83","Payments","179.01","(179.01)","0.00","0.00","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dracut","Invoice Charges","336.79","235.26","1.29","573.34","Payments","0.00","0.00","0.00","0.00","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dudley","Invoice Charges","1005.95","523.47","3.86","1533.28","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Dunstable","Invoice Charges","843.11","1248.17","3.23","2094.51","Payments","0.00","0.00","185.26","185.26","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Duxbury","Invoice Charges","0.00","1214.44","0.00","1214.44","Payments","0.00","208.03","0.00","208.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"East.Bridgewater","Invoice Charges","2089.45","8.87","8.01","2106.33","Payments","184.01","184.02","184.03","552.06","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","11.01","11.02","0.00","22.03"
"East.Brookfield","Invoice Charges","1126.12","993.57","4.32","2124.01","Payments","196.02","196.04","196.06","588.12","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","185.01","185.02","6.70","376.73"
"East.Longmeadow","Invoice Charges","134.52","120.47","0.52","255.51","Payments","0.00","120.47","0.52","120.99","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Eastham","Invoice Charges","0.00","3071.99","0.00","3071.99","Payments","0.00","0.00","187.03","187.03","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Easthampton","Invoice Charges","140.71","0.60","0.00","141.31","Payments","0.00","188.02","0.00","188.02","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Easton","Invoice Charges","349.55","3263.17","0.61","3613.33","Payments","189.01","25.01","0.00","214.02","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Edgartown","Invoice Charges","707.22","388.76","2.71","1098.69","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Egremont","Invoice Charges","249.96","172.91","0.96","423.83","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Erving","Invoice Charges","600.43","312.45","2.30","915.18","Payments","0.00","0.00","192.03","192.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Essex","Invoice Charges","952.80","1410.56","2.91","2366.27","Payments","0.00","193.02","0.00","193.02","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Everett","Invoice Charges","0.00","1149.40","0.00","1149.40","Payments","194.01","0.00","0.00","194.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Fairhaven","Invoice Charges","2502.12","10.63","9.60","2522.35","Payments","0.00","10.63","9.60","20.23","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Fall River","Invoice Charges","2858.24","2521.82","10.96","5391.02","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","3.03","3.03","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Falmouth","Invoice Charges","2967.70","2657.73","11.38","5636.81","Payments","0.00","0.00","197.03","197.03","Credits","0.00","2.02","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Fitchburg","Invoice Charges","0.00","1035.07","0.00","1035.07","Payments","0.00","198.02","0.00","198.02","Credits","1.01","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Florida","Invoice Charges","794.28","2.53","2.28","799.09","Payments","199.01","0.00","0.00","199.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Foxborough","Invoice Charges","0.00","2809.50","0.00","2809.50","Payments","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Framingham","Invoice Charges","233.40","127.05","0.90","361.35","Payments","0.00","25.01","0.00","25.01","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
"Franklin","Invoice Charges","342.85","234.88","1.32","579.05","Payments","0.00","0.00","202.03","202.03","Credits","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00"
