"Ayer","01/27/2013","10063","INV","12364","AR-Fees","AR-Fees","968.28","0.00","Charges-Fees","Charges-Fees","0.00","931.04","TaxRec-Fees","TaxRec-Fees","0.00","37.24"
"Barre","01/27/2013","10004","INV","12366","AR-Fees","AR-Fees","46.82","0.00","Charges-Fees","Charges-Fees","0.00","45.02","TaxRec-Fees","TaxRec-Fees","0.00","1.80"
"Becket","01/27/2013","10028","INV","12367","AR-Fees","AR-Fees","62.44","0.00","Charges-Fees","Charges-Fees","0.00","60.04","TaxRec-Fees","TaxRec-Fees","0.00","2.40"
"Becket","01/28/2013","10013","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Bedford","01/27/2013","10089","INV","12368","AR-Fees","AR-Fees","384.48","0.00","Charges-Fees","Charges-Fees","0.00","369.69","TaxRec-Fees","TaxRec-Fees","0.00","14.79"
"Bedford","01/28/2013","10185","PAY","12368","Cash-Fees","Cash-Fees","124.01","0.00","AR-Fees","AR-Fees","0.00","124.01","TaxRec-Fees","TaxRec-Fees","4.77","0.00","TaxPay-Fees","TaxPay-Fees","0.00","4.77"
"Bellingham","01/27/2013","10124","INV","12369","AR-Fees","AR-Fees","1522.11","0.00","Charges-Fees","Charges-Fees","0.00","1463.57","TaxRec-Fees","TaxRec-Fees","0.00","58.54"
"Bellingham","01/28/2013","10272","CRED","12369","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Belmont","01/27/2013","10155","INV","12370","AR-Fees","AR-Fees","1319.44","0.00","Charges-Fees","Charges-Fees","0.00","1268.69","TaxRec-Fees","TaxRec-Fees","0.00","50.75"
"Berlin","01/27/2013","10070","INV","12372","AR-Fees","AR-Fees","944.16","0.00","Charges-Fees","Charges-Fees","0.00","907.85","TaxRec-Fees","TaxRec-Fees","0.00","36.31"
"Berlin","01/28/2013","10186","PAY","12372","Cash-Fees","Cash-Fees","129.01","0.00","AR-Fees","AR-Fees","0.00","129.01","TaxRec-Fees","TaxRec-Fees","4.96","0.00","TaxPay-Fees","TaxPay-Fees","0.00","4.96"
"Berlin","01/28/2013","10014","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Bernardston","01/27/2013","10050","INV","12373","AR-Fees","AR-Fees","725.73","0.00","Charges-Fees","Charges-Fees","0.00","697.82","TaxRec-Fees","TaxRec-Fees","0.00","27.91"
"Beverly","01/27/2013","10002","INV","12374","AR-Fees","AR-Fees","1337.81","0.00","Charges-Fees","Charges-Fees","0.00","1286.36","TaxRec-Fees","TaxRec-Fees","0.00","51.45"
"Blackstone","01/27/2013","10071","INV","12376","AR-Fees","AR-Fees","1480.81","0.00","Charges-Fees","Charges-Fees","0.00","1423.86","TaxRec-Fees","TaxRec-Fees","0.00","56.95"
"Blackstone","01/28/2013","10174","WOFF","12376","WriteOff","WriteOff","1.93","0.00","AR-Fees","AR-Fees","0.00","2.01","TaxRec-Fees","TaxRec-Fees","0.08","0.00"
"Blandford","01/27/2013","10005","INV","12377","AR-Fees","AR-Fees","7.66","0.00","Charges-Fees","Charges-Fees","0.00","7.37","TaxRec-Fees","TaxRec-Fees","0.00","0.29"
"Blandford","01/28/2013","10187","PAY","12377","Cash-Fees","Cash-Fees","7.66","0.00","AR-Fees","AR-Fees","0.00","7.66","TaxRec-Fees","TaxRec-Fees","0.29","0.00","TaxPay-Fees","TaxPay-Fees","0.00","0.29"
"Blandford","01/28/2013","10187","PAY","","Cash-Comp","Cash-Comp","126.35","0.00","Suspense","Suspense","0.00","126.35"
"Bolton","01/27/2013","10090","INV","12378","AR-Fees","AR-Fees","387.02","0.00","Charges-Fees","Charges-Fees","0.00","372.13","TaxRec-Fees","TaxRec-Fees","0.00","14.89"
"Bolton","01/28/2013","10273","CRED","12378","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Bolton","01/28/2013","10015","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Boston","01/27/2013","10133","INV","12379","AR-Fees","AR-Fees","862.48","0.00","Charges-Fees","Charges-Fees","0.00","829.31","TaxRec-Fees","TaxRec-Fees","0.00","33.17"
"Bourne","01/27/2013","10157","INV","12380","AR-Fees","AR-Fees","1974.18","0.00","Charges-Fees","Charges-Fees","0.00","1898.25","TaxRec-Fees","TaxRec-Fees","0.00","75.93"
"Boxborough","01/27/2013","10086","INV","12381","AR-Fees","AR-Fees","721.51","0.00","Charges-Fees","Charges-Fees","0.00","693.76","TaxRec-Fees","TaxRec-Fees","0.00","27.75"
"Boxford","01/28/2013","10188","PAY","","Cash-Comp","Cash-Comp","139.01","0.00","Suspense","Suspense","0.00","139.01"
"Boylston","01/27/2013","10072","INV","12383","AR-Fees","AR-Fees","959.96","0.00","Charges-Fees","Charges-Fees","0.00","923.04","TaxRec-Fees","TaxRec-Fees","0.00","36.92"
"Braintree","01/27/2013","10138","INV","12384","AR-Fees","AR-Fees","921.11","0.00","Charges-Fees","Charges-Fees","0.00","885.68","TaxRec-Fees","TaxRec-Fees","0.00","35.43"
"Braintree","01/28/2013","10016","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Brewster","01/27/2013","10161","INV","12385","AR-Fees","AR-Fees","1043.10","0.00","Charges-Fees","Charges-Fees","0.00","1002.98","TaxRec-Fees","TaxRec-Fees","0.00","40.12"
"Brimfield","01/27/2013","10006","INV","12387","AR-Fees","AR-Fees","1293.40","0.00","Charges-Fees","Charges-Fees","0.00","1243.65","TaxRec-Fees","TaxRec-Fees","0.00","49.75"
"Brimfield","01/28/2013","10189","PAY","12387","Cash-Fees","Cash-Fees","144.01","0.00","AR-Fees","AR-Fees","0.00","144.01","TaxRec-Fees","TaxRec-Fees","5.54","0.00","TaxPay-Fees","TaxPay-Fees","0.00","5.54"
"Brimfield","01/28/2013","10274","CRED","12387","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Brockton","01/27/2013","10140","INV","12388","AR-Fees","AR-Fees","126.11","0.00","Charges-Fees","Charges-Fees","0.00","121.26","TaxRec-Fees","TaxRec-Fees","0.00","4.85"
"Brookfield","01/27/2013","10073","INV","12389","AR-Fees","AR-Fees","233.51","0.00","Charges-Fees","Charges-Fees","0.00","224.53","TaxRec-Fees","TaxRec-Fees","0.00","8.98"
"Brookline","01/27/2013","10152","INV","12390","AR-Fees","AR-Fees","343.01","0.00","Charges-Fees","Charges-Fees","0.00","329.82","TaxRec-Fees","TaxRec-Fees","0.00","13.19"
"Brookline","01/28/2013","10017","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Buckland","01/27/2013","10052","INV","12391","AR-Fees","AR-Fees","684.01","0.00","Charges-Fees","Charges-Fees","0.00","657.70","TaxRec-Fees","TaxRec-Fees","0.00","26.31"
"Burlington","01/27/2013","10102","INV","12392","AR-Fees","AR-Fees","454.67","0.00","Charges-Fees","Charges-Fees","0.00","437.18","TaxRec-Fees","TaxRec-Fees","0.00","17.49"
"Burlington","01/28/2013","10190","PAY","12392","Cash-Fees","Cash-Fees","149.01","0.00","AR-Fees","AR-Fees","0.00","149.01","TaxRec-Fees","TaxRec-Fees","5.73","0.00","TaxPay-Fees","TaxPay-Fees","0.00","5.73"
"Canton","01/27/2013","10125","INV","12393","AR-Fees","AR-Fees","802.04","0.00","Charges-Fees","Charges-Fees","0.00","771.19","TaxRec-Fees","TaxRec-Fees","0.00","30.85"
"Carlisle","01/27/2013","10091","INV","12394","AR-Fees","AR-Fees","922.04","0.00","Charges-Fees","Charges-Fees","0.00","886.58","TaxRec-Fees","TaxRec-Fees","0.00","35.46"
"Carver","01/27/2013","10142","INV","12395","AR-Fees","AR-Fees","1044.16","0.00","Charges-Fees","Charges-Fees","0.00","1004.00","TaxRec-Fees","TaxRec-Fees","0.00","40.16"
"Carver","01/28/2013","10175","WOFF","12395","WriteOff","WriteOff","2.89","0.00","AR-Fees","AR-Fees","0.00","3.01","TaxRec-Fees","TaxRec-Fees","0.12","0.00"
"Carver","01/28/2013","10275","CRED","12395","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Carver","01/28/2013","10018","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Charlemont","01/28/2013","10191","PAY","","Cash-Comp","Cash-Comp","154.01","0.00","Suspense","Suspense","0.00","154.01"
"Charlton","01/27/2013","10074","INV","12397","AR-Fees","AR-Fees","1294.68","0.00","Charges-Fees","Charges-Fees","0.00","1244.88","TaxRec-Fees","TaxRec-Fees","0.00","49.80"
"Chatham","01/27/2013","10162","INV","12398","AR-Fees","AR-Fees","126.25","0.00","Charges-Fees","Charges-Fees","0.00","121.39","TaxRec-Fees","TaxRec-Fees","0.00","4.86"
"Chelmsford","01/27/2013","10104","INV","12399","AR-Fees","AR-Fees","233.76","0.00","Charges-Fees","Charges-Fees","0.00","224.77","TaxRec-Fees","TaxRec-Fees","0.00","8.99"
"Chelsea","01/27/2013","10135","INV","12400","AR-Fees","AR-Fees","343.39","0.00","Charges-Fees","Charges-Fees","0.00","330.18","TaxRec-Fees","TaxRec-Fees","0.00","13.21"
"Cheshire","01/27/2013","10029","INV","12401","AR-Fees","AR-Fees","684.72","0.00","Charges-Fees","Charges-Fees","0.00","658.38","TaxRec-Fees","TaxRec-Fees","0.00","26.34"
"Cheshire","01/28/2013","10192","PAY","12401","Cash-Fees","Cash-Fees","159.01","0.00","AR-Fees","AR-Fees","0.00","159.01","TaxRec-Fees","TaxRec-Fees","6.12","0.00","TaxPay-Fees","TaxPay-Fees","0.00","6.12"
"Cheshire","01/28/2013","10019","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Chester","01/27/2013","10007","INV","12402","AR-Fees","AR-Fees","455.15","0.00","Charges-Fees","Charges-Fees","0.00","437.64","TaxRec-Fees","TaxRec-Fees","0.00","17.51"
"Chicopee","01/27/2013","10008","INV","12404","AR-Fees","AR-Fees","786.39","0.00","Charges-Fees","Charges-Fees","0.00","756.14","TaxRec-Fees","TaxRec-Fees","0.00","30.25"
"Chicopee","01/28/2013","10276","CRED","12404","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Chilmark","01/27/2013","10158","INV","12405","AR-Fees","AR-Fees","878.64","0.00","Charges-Fees","Charges-Fees","0.00","844.85","TaxRec-Fees","TaxRec-Fees","0.00","33.79"
"Clarksburg","01/27/2013","10043","INV","12406","AR-Fees","AR-Fees","995.46","0.00","Charges-Fees","Charges-Fees","0.00","957.17","TaxRec-Fees","TaxRec-Fees","0.00","38.29"
"Clarksburg","01/28/2013","10193","PAY","12406","Cash-Fees","Cash-Fees","164.01","0.00","AR-Fees","AR-Fees","0.00","164.01","TaxRec-Fees","TaxRec-Fees","6.31","0.00","TaxPay-Fees","TaxPay-Fees","0.00","6.31"
"Clinton","01/28/2013","10020","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Cohasset","01/27/2013","10126","INV","12408","AR-Fees","AR-Fees","1188.79","0.00","Charges-Fees","Charges-Fees","0.00","1143.07","TaxRec-Fees","TaxRec-Fees","0.00","45.72"
"Colrain","01/27/2013","10054","INV","12409","AR-Fees","AR-Fees","131.12","0.00","Charges-Fees","Charges-Fees","0.00","126.08","TaxRec-Fees","TaxRec-Fees","0.00","5.04"
"Concord","01/27/2013","10092","INV","12410","AR-Fees","AR-Fees","235.85","0.00","Charges-Fees","Charges-Fees","0.00","226.78","TaxRec-Fees","TaxRec-Fees","0.00","9.07"
"Conway","01/27/2013","10055","INV","12411","AR-Fees","AR-Fees","346.41","0.00","Charges-Fees","Charges-Fees","0.00","333.09","TaxRec-Fees","TaxRec-Fees","0.00","13.32"
"Conway","01/28/2013","10194","PAY","12411","Cash-Fees","Cash-Fees","169.01","0.00","AR-Fees","AR-Fees","0.00","169.01","TaxRec-Fees","TaxRec-Fees","6.50","0.00","TaxPay-Fees","TaxPay-Fees","0.00","6.50"
"Cummington","01/27/2013","10009","INV","12412","AR-Fees","AR-Fees","651.89","0.00","Charges-Fees","Charges-Fees","0.00","626.82","TaxRec-Fees","TaxRec-Fees","0.00","25.07"
"Dalton","01/27/2013","10030","INV","12413","AR-Fees","AR-Fees","446.01","0.00","Charges-Fees","Charges-Fees","0.00","428.86","TaxRec-Fees","TaxRec-Fees","0.00","17.15"
"Dalton","01/28/2013","10277","CRED","12413","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Dalton","01/28/2013","10021","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Dartmouth","01/27/2013","10166","INV","12415","AR-Fees","AR-Fees","772.24","0.00","Charges-Fees","Charges-Fees","0.00","742.54","TaxRec-Fees","TaxRec-Fees","0.00","29.70"
"Dedham","01/27/2013","10127","INV","12416","AR-Fees","AR-Fees","888.11","0.00","Charges-Fees","Charges-Fees","0.00","853.95","TaxRec-Fees","TaxRec-Fees","0.00","34.16"
"Dedham","01/28/2013","10195","PAY","12416","Cash-Fees","Cash-Fees","174.01","0.00","AR-Fees","AR-Fees","0.00","174.01","TaxRec-Fees","TaxRec-Fees","6.69","0.00","TaxPay-Fees","TaxPay-Fees","0.00","6.69"
"Dighton","01/27/2013","10167","INV","12418","AR-Fees","AR-Fees","1225.02","0.00","Charges-Fees","Charges-Fees","0.00","1177.90","TaxRec-Fees","TaxRec-Fees","0.00","47.12"
"Dighton","01/28/2013","10022","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Douglas","01/27/2013","10075","INV","12419","AR-Fees","AR-Fees","128.77","0.00","Charges-Fees","Charges-Fees","0.00","123.82","TaxRec-Fees","TaxRec-Fees","0.00","4.95"
"Dover","01/27/2013","10128","INV","12420","AR-Fees","AR-Fees","238.39","0.00","Charges-Fees","Charges-Fees","0.00","229.22","TaxRec-Fees","TaxRec-Fees","0.00","9.17"
"Dover","01/28/2013","10196","PAY","12420","Cash-Fees","Cash-Fees","179.01","0.00","AR-Fees","AR-Fees","0.00","179.01","TaxRec-Fees","TaxRec-Fees","6.89","0.00","TaxPay-Fees","TaxPay-Fees","0.00","6.89"
"Dracut","01/27/2013","10105","INV","12421","AR-Fees","AR-Fees","336.79","0.00","Charges-Fees","Charges-Fees","0.00","323.84","TaxRec-Fees","TaxRec-Fees","0.00","12.95"
"Dracut","01/28/2013","10278","CRED","12421","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Dudley","01/27/2013","10084","INV","12422","AR-Fees","AR-Fees","1005.95","0.00","Charges-Fees","Charges-Fees","0.00","967.26","TaxRec-Fees","TaxRec-Fees","0.00","38.69"
"Dunstable","01/27/2013","10106","INV","12423","AR-Fees","AR-Fees","843.11","0.00","Charges-Fees","Charges-Fees","0.00","810.68","TaxRec-Fees","TaxRec-Fees","0.00","32.43"
"Duxbury","01/28/2013","10023","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"East.Bridgewater","01/27/2013","10013","INV","12425","AR-Fees","AR-Fees","2089.45","0.00","Charges-Fees","Charges-Fees","0.00","2009.09","TaxRec-Fees","TaxRec-Fees","0.00","80.36"
"East.Bridgewater","01/28/2013","10197","PAY","","Cash-Comp","Cash-Comp","184.01","0.00","Suspense","Suspense","0.00","184.01"
"East.Brookfield","01/27/2013","10012","INV","12426","AR-Fees","AR-Fees","1126.12","0.00","Charges-Fees","Charges-Fees","0.00","1082.81","TaxRec-Fees","TaxRec-Fees","0.00","43.31"
"East.Brookfield","01/28/2013","10198","PAY","","Cash-Comp","Cash-Comp","185.01","0.00","Suspense","Suspense","0.00","185.01"
"East.Brookfield","01/28/2013","10256","PAY","","Cash-Comp","Cash-Comp","11.01","0.00","Suspense","Suspense","0.00","11.01"
"East.Brookfield","01/28/2013","10261","TRNF","","Suspense","Suspense","185.01","0.00","CashEscIn-Comp","CashEscIn-Comp","0.00","185.01"
"East.Brookfield","01/28/2013","10003","PAYT","","CashEscIn-Comp","CashEscIn-Comp","185.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","185.01"
"East.Longmeadow","01/27/2013","10011","INV","12427","AR-Fees","AR-Fees","134.52","0.00","Charges-Fees","Charges-Fees","0.00","129.35","TaxRec-Fees","TaxRec-Fees","0.00","5.17"
"Easthampton","01/27/2013","10010","INV","12429","AR-Fees","AR-Fees","140.71","0.00","Charges-Fees","Charges-Fees","0.00","135.30","TaxRec-Fees","TaxRec-Fees","0.00","5.41"
"Easton","01/27/2013","10143","INV","12430","AR-Fees","AR-Fees","349.55","0.00","Charges-Fees","Charges-Fees","0.00","336.11","TaxRec-Fees","TaxRec-Fees","0.00","13.44"
"Easton","01/28/2013","10199","PAY","12430","Cash-Fees","Cash-Fees","189.01","0.00","AR-Fees","AR-Fees","0.00","189.01","TaxRec-Fees","TaxRec-Fees","7.27","0.00","TaxPay-Fees","TaxPay-Fees","0.00","7.27"
"Easton","01/28/2013","10279","CRED","12430","Credit-Fees","Credit-Fees","0.97","0.00","AR-Fees","AR-Fees","0.00","1.01","TaxRec-Fees","TaxRec-Fees","0.04","0.00"
"Easton","01/28/2013","10024","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Edgartown","01/27/2013","10159","INV","12431","AR-Fees","AR-Fees","707.22","0.00","Charges-Fees","Charges-Fees","0.00","680.02","TaxRec-Fees","TaxRec-Fees","0.00","27.20"
"Egremont","01/27/2013","10046","INV","12432","AR-Fees","AR-Fees","249.96","0.00","Charges-Fees","Charges-Fees","0.00","240.35","TaxRec-Fees","TaxRec-Fees","0.00","9.61"
"Erving","01/27/2013","10056","INV","12433","AR-Fees","AR-Fees","600.43","0.00","Charges-Fees","Charges-Fees","0.00","577.34","TaxRec-Fees","TaxRec-Fees","0.00","23.09"
"Essex","01/27/2013","10114","INV","12434","AR-Fees","AR-Fees","952.80","0.00","Charges-Fees","Charges-Fees","0.00","916.15","TaxRec-Fees","TaxRec-Fees","0.00","36.65"
"Everett","01/28/2013","10200","PAY","","Cash-Comp","Cash-Comp","194.01","0.00","Suspense","Suspense","0.00","194.01"
"Fairhaven","01/27/2013","10168","INV","12436","AR-Fees","AR-Fees","2502.12","0.00","Charges-Fees","Charges-Fees","0.00","2405.88","TaxRec-Fees","TaxRec-Fees","0.00","96.24"
"Fairhaven","01/28/2013","10025","PAYT","","CashEscIn-Comp","CashEscIn-Comp","25.01","0.00","ClientEscrow-Comp","ClientEscrow-Comp","0.00","25.01"
"Fall River","01/27/2013","10169","INV","12437","AR-Fees","AR-Fees","2858.24","0.00","Charges-Fees","Charges-Fees","0.00","2748.31","TaxRec-Fees","TaxRec-Fees","0.00","109.93"
