"10035","PAYT","","Lexington","25.01","01/28/2013","","","Default","","Lexington - 155 - 1/28/2013"
"10036","PAYT","","Ludlow","25.01","01/28/2013","","","Default","","Ludlow - 161 - 1/28/2013"
"10037","PAYT","","Mansfield","25.01","01/28/2013","","","Default","","Mansfield - 167 - 1/28/2013"
"10038","PAYT","","Mattapoisett","25.01","01/28/2013","","","Default","","Mattapoisett - 173 - 1/28/2013"
"10039","PAYT","","Mendon","25.01","01/28/2013","","","Default","","Mendon - 179 - 1/28/2013"
"10040","PAYT","","Milford","25.01","01/28/2013","","","Default","","Milford - 185 - 1/28/2013"
"10041","PAYT","","Monson","25.01","01/28/2013","","","Default","","Monson - 191 - 1/28/2013"
"10042","PAYT","","Nantucket","25.01","01/28/2013","","","Default","","Nantucket - 197 - 1/28/2013"
"10043","PAYT","","New Marlborough","25.01","01/28/2013","","","Default","","New Marlborough - 203 - 1/28/2013"
"10044","PAYT","","North.Adams","25.01","01/28/2013","","","Default","","North.Adams - 209 - 1/28/2013"
"10045","PAYT","","Northborough","25.01","01/28/2013","","","Default","","Northborough - 215 - 1/28/2013"
"10046","PAYT","","Oak Bluffs","25.01","01/28/2013","","","Default","","Oak Bluffs - 221 - 1/28/2013"
"10047","PAYT","","Palmer","25.01","01/28/2013","","","Default","","Palmer - 227 - 1/28/2013"
"10048","PAYT","","Peru","25.01","01/28/2013","","","Default","","Peru - 233 - 1/28/2013"
"10049","PAYT","","Plymouth","25.01","01/28/2013","","","Default","","Plymouth - 239 - 1/28/2013"
"10050","PAYT","","Raynham","25.01","01/28/2013","","","Default","","Raynham - 245 - 1/28/2013"
"10051","PAYT","","Rockland","25.01","01/28/2013","","","Default","","Rockland - 251 - 1/28/2013"
"10052","PAYT","","Rutland","25.01","01/28/2013","","","Default","","Rutland - 257 - 1/28/2013"
"10053","PAYT","","Savoy","25.01","01/28/2013","","","Default","","Savoy - 263 - 1/28/2013"
"10054","PAYT","","Sherborn","25.01","01/28/2013","","","Default","","Sherborn - 269 - 1/28/2013"
"10055","PAYT","","South.Hadley","25.01","01/28/2013","","","Default","","South.Hadley - 275 - 1/28/2013"
"10056","PAYT","","Springfield","25.01","01/28/2013","","","Default","","Springfield - 281 - 1/28/2013"
"10057","PAYT","","Sturbridge","25.01","01/28/2013","","","Default","","Sturbridge - 287 - 1/28/2013"
"10058","PAYT","","Taunton","25.01","01/28/2013","","","Default","","Taunton - 293 - 1/28/2013"
"10059","PAYT","","Townsend","25.01","01/28/2013","","","Default","","Townsend - 299 - 1/28/2013"
"10060","PAYT","","Wakefield","25.01","01/28/2013","","","Default","","Wakefield - 305 - 1/28/2013"
"10061","PAYT","","Warren","25.01","01/28/2013","","","Default","","Warren - 311 - 1/28/2013"
"10062","PAYT","","Wellesley","25.01","01/28/2013","","","Default","","Wellesley - 317 - 1/28/2013"
"10063","PAYT","","West.Brookfield","25.01","01/28/2013","","","Default","","West.Brookfield - 323 - 1/28/2013"
"10064","PAYT","","Westfield","25.01","01/28/2013","","","Default","","Westfield - 329 - 1/28/2013"
"10065","PAYT","","Westwood","25.01","01/28/2013","","","Default","","Westwood - 335 - 1/28/2013"
"10066","PAYT","","Williamstown","25.01","01/28/2013","","","Default","","Williamstown - 341 - 1/28/2013"
"10067","PAYT","","Woburn","25.01","01/28/2013","","","Default","","Woburn - 347 - 1/28/2013"
"10068","PAYT","","Hadley","21.01","01/28/2013","","","Hadley-1","pta-1-1","bds-pta: Hadley - 1/28/2013 . Check No. pta-1-1"
"10069","DEP","","Hadley","11.01","01/28/2013","","","Hadley-1","dep-1-1","bds-dep: Hadley - 1/28/2013 . Check No. dep-1-1"
"10070","PAYT","","Halifax","22.01","01/28/2013","","","Halifax-2","pta-2-1","bds-pta: Halifax - 1/28/2013 . Check No. pta-2-1"
"10071","DEP","","Halifax","12.01","01/28/2013","","","Halifax-2","dep-2-1","bds-dep: Halifax - 1/28/2013 . Check No. dep-2-1"
