"Barnstable","Invoice Charges","0.00","3033.15","0.00","1874.50","1634.06","27.16","26.37","1412.06","954.51","35.71","8997.52","Payments","0.00","0.00","0.00","146.07","0.00","0.00","0.00","0.00","121.09","25.09","292.25","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","2087.68","8.17","8.45","38.32","8.65","1158.24","12.56","3369.27","Payments","0.00","0.00","122.21","24.84","0.00","0.00","0.00","122.08","25.08","0.00","294.21","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","4.02","2089.72","10.99","437.34","387.00","13.90","13.51","3601.94","Payments","0.00","148.03","0.00","0.00","0.00","0.00","123.07","25.07","0.00","0.00","296.17","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","2570.76","2339.19","21.95","1628.63","1461.38","1649.02","40.20","10097.72","Payments","124.01","0.00","0.00","0.00","0.00","124.06","25.06","0.00","0.00","0.00","273.13","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","247.61","2570.70","11.48","11.11","59.80","1861.71","18.99","4792.95","Payments","0.00","0.00","0.00","0.00","125.05","11.48","11.11","2.46","0.00","125.10","275.20","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","482.76","258.53","12.35","2761.63","24.13","2111.92","58.61","8029.94","Payments","0.00","0.00","0.00","126.04","25.04","0.00","0.00","0.00","126.09","0.00","277.17","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","20.87","482.82","15.41","391.96","3535.65","2387.17","40.37","10152.09","Payments","0.00","0.00","127.03","20.87","4.16","0.00","0.00","127.08","0.00","25.09","304.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","932.44","9.47","9.83","808.25","477.41","2584.39","24.79","6371.37","Payments","0.00","128.02","0.00","25.02","0.00","0.00","128.07","0.00","25.08","0.00","306.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","1153.53","929.16","12.23","460.97","302.16","262.37","15.44","4086.61","Payments","129.01","3.46","3.13","18.42","0.00","129.06","0.00","25.07","0.00","0.00","308.15","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","8.27","1155.73","41.19","558.74","295.83","483.75","15.42","3927.75","Payments","0.00","0.00","0.00","0.00","130.05","0.00","25.06","0.00","0.00","130.10","285.21","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","903.37","45.61","14.24","624.53","918.43","20.75","19.63","5087.58","Payments","0.00","0.00","0.00","131.04","0.00","14.24","10.81","0.00","131.09","0.00","287.18","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1896.38","1629.20","22.01","21.39","852.64","946.41","28.33","7215.42","Payments","0.00","0.00","132.03","0.00","25.04","0.00","0.00","132.08","0.00","0.00","289.15","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","2093.57","1864.17","22.56","973.87","26.21","1176.38","30.29","7713.29","Payments","0.00","133.02","0.00","25.03","0.00","0.00","133.07","0.00","0.00","25.09","316.21","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","2.01","2.02","2.03","2.04","2.05","2.06","2.07","2.08","2.09","2.10","20.55","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","2327.56","2097.05","18.59","69.88","64.38","18.67","18.07","4728.37","Payments","134.01","0.00","0.00","25.02","0.00","134.06","0.00","0.00","18.67","6.41","318.17","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","2572.80","2340.50","22.73","1640.52","1472.31","1650.43","41.57","10342.10","Payments","0.00","25.01","0.00","0.00","135.05","0.00","0.00","25.07","0.00","135.10","320.23","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","256.03","2576.14","17.66","17.16","2497.37","1878.30","34.52","8739.59","Payments","0.00","0.00","0.00","136.04","0.00","0.00","17.16","7.90","136.09","0.00","297.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","486.01","261.33","15.37","3581.13","30.54","2117.73","37.78","9538.95","Payments","0.00","0.00","137.03","0.00","0.00","15.37","9.68","137.08","0.00","0.00","299.16","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","11.12","476.71","8.99","214.89","1933.34","2345.09","26.60","6808.63","Payments","0.00","138.02","0.00","0.00","25.04","0.00","138.07","0.00","0.00","0.00","301.13","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","927.66","7.02","7.28","501.12","278.64","2579.65","20.29","5265.98","Payments","139.01","0.00","0.00","25.03","0.00","139.06","0.00","0.00","0.00","20.29","323.39","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","1154.18","929.77","12.24","438.54","307.47","262.99","15.94","4088.85","Payments","0.00","0.00","3.68","21.34","140.05","0.00","0.00","0.00","25.08","140.10","330.25","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","10.23","1156.52","11.58","694.80","357.40","485.86","16.89","4463.12","Payments","0.00","25.01","0.00","141.04","0.00","0.00","0.00","25.07","141.09","0.00","332.21","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1625.80","14.19","14.73","468.67","700.28","19.04","18.51","4833.94","Payments","0.00","0.00","142.03","0.00","0.00","0.00","25.06","142.08","0.00","0.00","309.17","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","0.00","1857.25","1625.81","18.61","18.01","472.46","941.20","23.27","5999.81","Payments","0.00","143.02","0.00","0.00","0.00","18.61","149.51","0.00","0.00","0.00","311.14","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","4.40","2092.61","1863.35","21.61","821.93","24.58","24.68","23.99","6175.43","Payments","144.01","0.00","0.00","0.00","25.04","144.06","0.00","0.00","0.00","0.00","313.11","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","0.48","2338.56","2103.03","24.17","944.94","28.29","28.41","27.57","6915.61","Payments","0.00","0.00","0.00","25.03","145.05","0.00","0.00","0.00","0.00","170.19","340.27","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
