"Arlington","Invoice Charges","1189.38","5.05","4.56","2092.73","1862.96","778.42","23.82","24.69","1174.76","28.26","950.47","8135.10","Payments","0.00","5.05","4.56","126.44","0.00","0.00","0.00","24.69","111.47","0.00","0.00","272.21","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashburnham","Invoice Charges","131.19","1201.70","0.50","2337.36","2102.30","894.92","26.92","814.95","30.81","29.94","1181.14","8751.73","Payments","0.00","0.00","112.03","0.00","0.00","0.00","25.06","112.08","0.00","0.00","0.00","249.17","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashby","Invoice Charges","235.97","130.96","0.47","2571.22","2339.17","1027.80","25.33","905.30","1644.13","35.44","36.77","8952.56","Payments","0.00","113.02","0.00","0.00","0.00","25.05","113.07","0.00","0.00","0.00","0.00","251.14","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashfield","Invoice Charges","346.58","232.40","0.89","250.40","2572.57","13.84","12.98","1009.88","1867.75","24.86","1640.29","7972.44","Payments","114.01","0.00","0.00","0.00","25.04","114.06","0.00","0.00","0.00","0.00","139.21","392.32","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashland","Invoice Charges","652.22","342.73","2.50","475.41","253.47","1219.86","11.52","11.95","2099.68","20.24","1870.42","6960.00","Payments","0.00","0.00","0.00","25.03","115.05","0.00","0.00","0.00","0.00","135.34","4.85","280.27","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Athol","Invoice Charges","446.23","679.96","1.71","7.37","474.01","132.48","6.57","1196.78","2339.46","20.55","2109.00","7414.12","Payments","0.00","0.00","1.71","123.41","15.94","0.00","0.00","0.00","141.17","0.00","0.00","282.23","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Attleboro","Invoice Charges","0.00","450.64","0.00","923.59","5.06","239.01","6.06","137.54","2575.91","16.65","2344.80","6699.26","Payments","0.00","25.01","117.03","0.00","0.00","0.00","0.00","142.15","0.00","0.00","0.00","284.19","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Auburn","Invoice Charges","772.62","3.28","2.51","1152.89","928.60","361.68","12.75","248.76","261.21","14.28","14.81","3773.39","Payments","0.00","118.02","0.00","0.00","0.00","0.00","130.82","12.31","0.00","0.00","0.00","261.15","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Avon","Invoice Charges","888.53","760.98","2.95","9.43","1156.41","676.83","13.28","360.53","15.28","14.85","262.94","4162.01","Payments","119.01","0.00","0.00","0.00","0.00","144.11","0.00","0.00","0.00","0.00","119.11","382.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ayer","Invoice Charges","968.28","875.67","3.71","1625.70","14.27","469.39","15.67","16.22","16.29","15.83","485.79","4506.82","Payments","0.00","0.00","0.00","0.00","134.32","10.77","0.00","0.00","0.00","120.10","25.10","290.29","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barnstable","Invoice Charges","0.00","3033.15","0.00","1874.50","1634.06","27.16","26.37","1412.06","954.51","35.71","36.94","9034.46","Payments","0.00","0.00","0.00","146.07","0.00","0.00","0.00","0.00","121.09","25.09","0.00","292.25","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","2087.68","8.17","8.45","38.32","8.65","1158.24","12.56","934.19","4303.46","Payments","0.00","0.00","122.21","24.84","0.00","0.00","0.00","122.08","25.08","0.00","0.00","294.21","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","4.02","2089.72","10.99","437.34","387.00","13.90","13.51","1164.09","4766.03","Payments","0.00","148.03","0.00","0.00","0.00","0.00","123.07","25.07","0.00","0.00","0.00","296.17","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","2570.76","2339.19","21.95","1628.63","1461.38","1649.02","40.20","41.71","10139.43","Payments","124.01","0.00","0.00","0.00","0.00","124.06","25.06","0.00","0.00","0.00","124.11","397.24","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","247.61","2570.70","11.48","11.11","59.80","1861.71","18.99","1659.66","6452.61","Payments","0.00","0.00","0.00","0.00","125.05","11.48","11.11","2.46","0.00","125.10","0.00","275.20","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","482.76","258.53","12.35","2761.63","24.13","2111.92","58.61","1882.87","9912.81","Payments","0.00","0.00","0.00","126.04","25.04","0.00","0.00","0.00","126.09","0.00","25.10","302.27","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","20.87","482.82","15.41","391.96","3535.65","2387.17","40.37","2129.46","12281.55","Payments","0.00","0.00","127.03","20.87","4.16","0.00","0.00","127.08","0.00","25.09","0.00","304.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","932.44","9.47","9.83","808.25","477.41","2584.39","24.79","2353.28","8724.65","Payments","0.00","128.02","0.00","25.02","0.00","0.00","128.07","0.00","25.08","0.00","0.00","306.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","1153.53","929.16","12.23","460.97","302.16","262.37","15.44","2585.66","6672.27","Payments","129.01","3.46","3.13","18.42","0.00","129.06","0.00","25.07","0.00","0.00","129.11","437.26","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","8.27","1155.73","41.19","558.74","295.83","483.75","15.42","262.97","4190.72","Payments","0.00","0.00","0.00","0.00","130.05","0.00","25.06","0.00","0.00","130.10","0.00","285.21","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","903.37","45.61","14.24","624.53","918.43","20.75","19.63","278.80","5366.38","Payments","0.00","0.00","0.00","131.04","0.00","14.24","10.81","0.00","131.09","0.00","0.00","287.18","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1896.38","1629.20","22.01","21.39","852.64","946.41","28.33","29.40","7244.82","Payments","0.00","0.00","132.03","0.00","25.04","0.00","0.00","132.08","0.00","0.00","25.10","314.25","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","2093.57","1864.17","22.56","973.87","26.21","1176.38","30.29","952.46","8665.75","Payments","0.00","133.02","0.00","25.03","0.00","0.00","133.07","0.00","0.00","25.09","0.00","316.21","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","2.01","2.02","2.03","2.04","2.05","2.06","2.07","2.08","2.09","2.10","2.11","22.66","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","2327.56","2097.05","18.59","69.88","64.38","18.67","18.07","1168.79","5897.16","Payments","134.01","0.00","0.00","25.02","0.00","134.06","0.00","0.00","18.67","6.41","134.11","452.28","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11.11","13.13","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","2572.80","2340.50","22.73","1640.52","1472.31","1650.43","41.57","42.51","10384.61","Payments","0.00","25.01","0.00","0.00","135.05","0.00","0.00","25.07","0.00","135.10","0.00","320.23","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.10","0.00","11.11","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","256.03","2576.14","17.66","17.16","2497.37","1878.30","34.52","1650.30","10389.89","Payments","0.00","0.00","0.00","136.04","0.00","0.00","17.16","7.90","136.09","0.00","0.00","297.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","9.09","0.00","0.00","9.09","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","486.01","261.33","15.37","3581.13","30.54","2117.73","37.78","1889.19","11428.14","Payments","0.00","0.00","137.03","0.00","0.00","15.37","9.68","137.08","0.00","0.00","0.00","299.16","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","0.00","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","11.12","476.71","8.99","214.89","1933.34","2345.09","26.60","2115.28","8923.91","Payments","0.00","138.02","0.00","0.00","25.04","0.00","138.07","0.00","0.00","0.00","25.10","326.23","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","927.66","7.02","7.28","501.12","278.64","2579.65","20.29","2348.52","7614.50","Payments","139.01","0.00","0.00","25.03","0.00","139.06","0.00","0.00","0.00","20.29","143.91","467.30","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","1154.18","929.77","12.24","438.54","307.47","262.99","15.94","2585.58","6674.43","Payments","0.00","0.00","3.68","21.34","140.05","0.00","0.00","0.00","25.08","140.10","0.00","330.25","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","10.23","1156.52","11.58","694.80","357.40","485.86","16.89","265.06","4728.18","Payments","0.00","25.01","0.00","141.04","0.00","0.00","0.00","25.07","141.09","0.00","0.00","332.21","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1625.80","14.19","14.73","468.67","700.28","19.04","18.51","489.07","5323.01","Payments","0.00","0.00","142.03","0.00","0.00","0.00","25.06","142.08","0.00","0.00","0.00","309.17","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
