"Easton","","Undoable","G:15708","11/27/2013","1202.46"
"Edgartown","","Undoable","G:15709","11/27/2013","55.18"
"Egremont","","Undoable","G:15710","11/27/2013","1637.71"
"Erving","","Undoable","G:15711","11/27/2013","1868.85"
"Essex","","Undoable","G:15712","11/27/2013","32.43"
"Everett","","Undoable","G:15713","11/27/2013","2338.70"
"Fairhaven","","Undoable","G:15714","11/27/2013","2689.59"
"Fall River","","Undoable","G:15715","11/27/2013","302.33"
"Falmouth","","Undoable","G:15716","11/27/2013","515.50"
"Fitchburg","","Undoable","G:15717","11/27/2013","16.96"
"Florida","","Undoable","G:15718","11/27/2013","948.22"
"Foxborough","","Undoable","G:15719","11/27/2013","1197.59"
"Framingham","","Undoable","G:15720","11/27/2013","37.57"
"Franklin","","Undoable","G:15721","11/27/2013","1641.10"
"Freetown","","Undoable","G:15722","11/27/2013","1871.59"
"Gardner","","Undoable","G:15723","11/27/2013","2110.22"
"Georgetown","","Undoable","G:15724","11/27/2013","2344.03"
"Gill","","Undoable","G:15725","11/27/2013","2583.70"
"Gloucester","","Undoable","G:15726","11/27/2013","264.45"
"Goshen","","Undoable","G:15727","11/27/2013","488.48"
"Gosnold","","Undoable","G:15728","11/27/2013","23.53"
"Grafton","","Undoable","G:15729","11/27/2013","950.36"
"Granby","","Undoable","G:15730","11/27/2013","1180.83"
"Granville","","Undoable","G:15731","11/27/2013","36.09"
"Great Barrington","","Undoable","G:15732","11/27/2013","1639.49"
"Greenfield","","Undoable","G:15733","11/27/2013","1870.07"
"Groton","","Undoable","G:15734","11/27/2013","2108.72"
"Groveland","","Undoable","G:15735","11/27/2013","2344.00"
"Hadley","","Undoable","G:15736","11/27/2013","2580.95"
"Halifax","","Undoable","G:15737","11/27/2013","14.04"
"Hamilton","","Undoable","G:15738","11/27/2013","488.27"
"Hampden","","Undoable","G:15739","11/27/2013","21.51"
"Hancock","","Undoable","G:15740","11/27/2013","946.35"
"Hanover","","Undoable","G:15741","11/27/2013","1171.09"
"Hanson","","Undoable","G:15742","11/27/2013","24.47"
"Hardwick","","Undoable","G:15743","11/27/2013","1638.13"
"Harvard","","Undoable","G:15744","11/27/2013","1867.86"
"Harwich","","Undoable","G:15745","11/27/2013","2108.92"
"Hatfield","","Undoable","G:15746","11/27/2013","2344.77"
"Haverhill","","Undoable","G:15747","11/27/2013","2584.34"
"Hawley","","Undoable","G:15748","11/27/2013","264.69"
"Heath","","Undoable","G:15749","11/27/2013","618.50"
"Hingham","","Undoable","G:15750","11/27/2013","23.58"
"Hinsdale","","Undoable","G:15751","11/27/2013","950.24"
"Holbrook","","Undoable","G:15752","11/27/2013","1180.69"
"Holden","","Undoable","G:15753","11/27/2013","36.13"
"Holland","","Undoable","G:15754","11/27/2013","1639.49"
"Holliston","","Undoable","G:15755","11/27/2013","1869.78"
"Holyoke","","Undoable","G:15756","11/27/2013","2108.62"
"Hopedale","","Undoable","G:15757","11/27/2013","2344.47"
"Hopkinton","","Undoable","G:15758","11/27/2013","2584.01"
"Hubbardston","","Undoable","G:15759","11/27/2013","263.79"
"Hudson","","Undoable","G:15760","11/27/2013","496.62"
"Hull","","Undoable","G:15761","11/27/2013","31.39"
"Huntington","","Undoable","G:15762","11/27/2013","21.51"
"Ipswich","","Undoable","G:15763","11/27/2013","1194.61"
"Kingston","","Undoable","G:15764","11/27/2013","42.29"
"Lakeville","","Undoable","G:15765","11/27/2013","1651.04"
"Lancaster","","Undoable","G:15766","11/27/2013","1871.28"
"Lanesborough","","Undoable","G:15767","11/27/2013","2103.27"
"Lawrence","","Undoable","G:15768","11/27/2013","2343.08"
"Lee","","Undoable","G:15769","11/27/2013","2578.88"
"Leicester","","Undoable","G:15770","11/27/2013","267.72"
"Lenox","","Undoable","G:15771","11/27/2013","482.38"
"Leominster","","Undoable","G:15772","11/27/2013","23.58"
"Leverett","","Undoable","G:15773","11/27/2013","942.66"
"Lexington","","Undoable","G:15774","11/27/2013","1203.85"
"Leyden","","Undoable","G:15775","11/27/2013","33.57"
"Lincoln","","Undoable","G:15776","11/27/2013","1644.19"
"Littleton","","Undoable","G:15777","11/27/2013","1870.60"
"Longmeadow","","Undoable","G:15778","11/27/2013","2101.94"
"Lowell","","Undoable","G:15779","11/27/2013","2346.88"
"Ludlow","","Undoable","G:15780","11/27/2013","2583.16"
"Lunenburg","","Undoable","G:15781","11/27/2013","264.04"
"Lynn","","Undoable","G:15782","11/27/2013","487.97"
"Lynnfield","","Undoable","G:15783","11/27/2013","23.00"
"Malden","","Undoable","G:15784","11/27/2013","1115.73"
"Manchester-by-the-Sea","","Undoable","G:15785","11/27/2013","1180.99"
"Mansfield","","Undoable","G:15786","11/27/2013","36.26"
"Marblehead","","Undoable","G:15787","11/27/2013","25.29"
"Marion","","Undoable","G:15788","11/27/2013","1861.45"
"Marlborough","","Undoable","G:15789","11/27/2013","2103.40"
"Marshfield","","Undoable","G:15790","11/27/2013","2343.16"
"Mashpee","","Undoable","G:15791","11/27/2013","2579.85"
"Mattapoisett","","Undoable","G:15792","11/27/2013","264.61"
"Maynard","","Undoable","G:15793","11/27/2013","484.62"
"Medfield","","Undoable","G:15794","11/27/2013","22.95"
"Medford","","Undoable","G:15795","11/27/2013","949.77"
"Medway","","Undoable","G:15796","11/27/2013","1180.20"
"Melrose","","Undoable","G:15797","11/27/2013","35.46"
"Mendon","","Undoable","G:15798","11/27/2013","1638.81"
"Merrimac","","Undoable","G:15799","11/27/2013","1869.51"
"Methuen","","Undoable","G:15800","11/27/2013","2107.56"
"Middleborough","","Undoable","G:15801","11/27/2013","2343.43"
"Middlefield","","Undoable","G:15802","11/27/2013","2582.88"
"Middleton","","Undoable","G:15803","11/27/2013","263.33"
"Milford","","Undoable","G:15804","11/27/2013","487.02"
"Millbury","","Undoable","G:15805","11/27/2013","22.65"
"Millis","","Undoable","G:15806","11/27/2013","949.19"
"Millville","","Undoable","G:15807","11/27/2013","1179.58"
"Milton","","Undoable","G:15808","11/27/2013","34.95"
"Monroe","","Undoable","G:15809","11/27/2013","1638.20"
"Monson","","Undoable","G:15810","11/27/2013","1868.50"
"Montague","","Undoable","G:15811","11/27/2013","19.95"
"Monterey","","Undoable","G:15812","11/27/2013","15.82"
"Montgomery","","Undoable","G:15813","11/27/2013","12.22"
"Mount Washington","","Undoable","G:15814","11/27/2013","14.24"
"Nahant","","Undoable","G:15815","11/27/2013","15.29"
"Nantucket","","Undoable","G:15816","11/27/2013","15.41"
"Natick","","Undoable","G:15817","11/27/2013","18.60"
"Needham","","Undoable","G:15818","11/27/2013","24.09"
"New Ashford","","Undoable","G:15819","11/27/2013","234.90"
"New Bedford","","Undoable","G:15820","11/27/2013","40.25"
"New Braintree","","Undoable","G:15821","11/27/2013","23.12"
"New Marlborough","","Undoable","G:15822","11/27/2013","16.48"
"New Salem","","Undoable","G:15823","11/27/2013","16.40"
"Newbury","","Undoable","G:15824","11/27/2013","21.15"
"Newburyport","","Undoable","G:15825","11/27/2013","30.44"
"Newton","","Undoable","G:15826","11/27/2013","42.63"
"Norfolk","","Undoable","G:15827","11/27/2013","32.05"
"North.Adams","*","Undoable","G:15828","11/27/2013","16.65"
"North.Andover","*","Undoable","G:15829","11/27/2013","41.04"
"North.Attleborough","*","Undoable","G:15830","11/27/2013","57.03"
"North.Brookfield","*","Undoable","G:15831","11/27/2013","26.64"
"North.Reading","*","Undoable","G:15832","11/27/2013","18.22"
"Northampton","","Undoable","G:15833","11/27/2013","11.74"
"Northborough","","Undoable","G:15834","11/27/2013","16.83"
"Northbridge","","Undoable","G:15835","11/27/2013","15.34"
"Northfield","","Undoable","G:15836","11/27/2013","15.19"
"Norton","","Undoable","G:15837","11/27/2013","47.22"
"Norwell","","Undoable","G:15838","11/27/2013","27.20"
"Norwood","","Undoable","G:15839","11/27/2013","39.99"
"Oak Bluffs","","Undoable","G:15840","11/27/2013","25.56"
"Oakham","","Undoable","G:15841","11/27/2013","24.91"
"Orange","","Undoable","G:15842","11/27/2013","22.79"
"Orleans","","Undoable","G:15843","11/27/2013","17.57"
"Otis","","Undoable","G:15844","11/27/2013","17.71"
"Oxford","","Undoable","G:15845","11/27/2013","15.18"
"Palmer","","Undoable","G:15846","11/27/2013","12.94"
"Paxton","","Undoable","G:15847","11/27/2013","15.93"
"Peabody","","Undoable","G:15848","11/27/2013","116.95"
"Pelham","","Undoable","G:15849","11/27/2013","22.48"
"Pembroke","","Undoable","G:15850","11/27/2013","28.01"
"Pepperell","","Undoable","G:15851","11/27/2013","29.65"
"Peru","","Undoable","G:15852","11/27/2013","34.94"
"Petersham","","Undoable","G:15853","11/27/2013","23.96"
"Phillipston","","Undoable","G:15854","11/27/2013","255.02"
"Pittsfield","","Undoable","G:15855","11/27/2013","20.94"
"Plainfield","","Undoable","G:15856","11/27/2013","16.30"
"Plainville","","Undoable","G:15857","11/27/2013","13.86"
"Plymouth","","Undoable","G:15858","11/27/2013","16.78"
"Plympton","","Undoable","G:15859","11/27/2013","18.50"
"Princeton","","Undoable","G:15860","11/27/2013","23.19"
"Provincetown","","Undoable","G:15861","11/27/2013","28.51"
"Quincy","","Undoable","G:15862","11/27/2013","29.95"
"Randolph","","Undoable","G:15863","11/27/2013","28.64"
"Raynham","","Undoable","G:15864","11/27/2013","19.31"
"Reading","","Undoable","G:15865","11/27/2013","13.27"
"Rehoboth","","Undoable","G:15866","11/27/2013","17.44"
"Revere","","Undoable","G:15867","11/27/2013","11.34"
"Richmond","","Undoable","G:15868","11/27/2013","12.66"
"Rochester","","Undoable","G:15869","11/27/2013","11.40"
"Rockland","","Undoable","G:15870","11/27/2013","16.63"
"Rockport","","Undoable","G:15871","11/27/2013","21.98"
"Rowe","","Undoable","G:15872","11/27/2013","27.37"
"Rowley","","Undoable","G:15873","11/27/2013","28.72"
"Royalston","","Undoable","G:15874","11/27/2013","34.30"
"Russell","","Undoable","G:15875","11/27/2013","23.43"
"Rutland","","Undoable","G:15876","11/27/2013","18.24"
"Salem","","Undoable","G:15877","11/27/2013","19.29"
"Salisbury","","Undoable","G:15878","11/27/2013","15.17"
"Sandisfield","","Undoable","G:15879","11/27/2013","12.57"
"Sandwich","","Undoable","G:15880","11/27/2013","38.65"
"Saugus","","Undoable","G:15881","11/27/2013","154.73"
"Savoy","","Undoable","G:15882","11/27/2013","19.86"
"Scituate","","Undoable","G:15883","11/27/2013","39.67"
"Seekonk","","Undoable","G:15884","11/27/2013","59.18"
"Sharon","","Undoable","G:15885","11/27/2013","48.35"
"Sheffield","","Undoable","G:15886","11/27/2013","21.40"
"Shelburne","","Undoable","G:15887","11/27/2013","18.20"
"Sherborn","","Undoable","G:15888","11/27/2013","17.09"
"Shirley","","Undoable","G:15889","11/27/2013","286.07"
"Shrewsbury","","Undoable","G:15890","11/27/2013","14.14"
"Shutesbury","","Undoable","G:15891","11/27/2013","3.40"
"Somerset","","Undoable","G:15892","11/27/2013","39.87"
"Somerville","","Undoable","G:15893","11/27/2013","21.48"
"South.Hadley","","Undoable","G:15894","11/27/2013","20.76"
"Southampton","","Undoable","G:15895","11/27/2013","20.87"
"Southborough","","Undoable","G:15896","11/27/2013","42.79"
"Southbridge","","Undoable","G:15897","11/27/2013","27.56"
"Southwick","","Undoable","G:15898","11/27/2013","12.91"
"Spencer","","Undoable","G:15899","11/27/2013","23.78"
"Springfield","","Undoable","G:15900","11/27/2013","14.90"
"Sterling","","Undoable","G:15901","11/27/2013","12.55"
"Stockbridge","","Undoable","G:15902","11/27/2013","15.44"
"Stoneham","","Undoable","G:15903","11/27/2013","17.00"
"Stoughton","","Undoable","G:15904","11/27/2013","21.87"
"Stow","","Undoable","G:15905","11/27/2013","27.48"
"Sturbridge","","Undoable","G:15906","11/27/2013","29.07"
"Sudbury","","Undoable","G:15907","11/27/2013","34.51"
"Sunderland","","Undoable","G:15908","11/27/2013","23.47"
"Sutton","","Undoable","G:15909","11/27/2013","18.53"
"Swampscott","","Undoable","G:15910","11/27/2013","19.35"
"Swansea","","Undoable","G:15911","11/27/2013","14.80"
"Taunton","","Undoable","G:15912","11/27/2013","12.35"
"Templeton","","Undoable","G:15913","11/27/2013","13.36"
"Tewksbury","","Undoable","G:15914","11/27/2013","14.06"
"Tisbury","","Undoable","G:15915","11/27/2013","939.08"
"Tolland","","Undoable","G:15916","11/27/2013","1164.59"
"Topsfield","","Undoable","G:15917","11/27/2013","18.90"
"Townsend","","Undoable","G:15918","11/27/2013","1641.41"
"Truro","","Undoable","G:15919","11/27/2013","1864.07"
"Tyngsborough","","Undoable","G:15920","11/27/2013","2096.65"
"Tyringham","","Undoable","G:15921","11/27/2013","2336.66"
"Upton","","Undoable","G:15922","11/27/2013","2573.57"
"Uxbridge","","Undoable","G:15923","11/27/2013","258.66"
"Wakefield","","Undoable","G:15924","11/27/2013","788.52"
"Wales","","Undoable","G:15925","11/27/2013","17.56"
"Walpole","","Undoable","G:15926","11/27/2013","1767.35"
"Waltham","","Undoable","G:15927","11/27/2013","1176.97"
"Ware","","Undoable","G:15928","11/27/2013","29.45"
"Wareham","","Undoable","G:15929","11/27/2013","1642.78"
"Warren","","Undoable","G:15930","11/27/2013","1866.44"
"Warwick","","Undoable","G:15931","11/27/2013","2098.03"
"Washington","","Undoable","G:15932","11/27/2013","2337.85"
"Watertown","","Undoable","G:15933","11/27/2013","2574.78"
"Wayland","","Undoable","G:15934","11/27/2013","258.53"
"Webster","","Undoable","G:15935","11/27/2013","482.51"
"Wellesley","","Undoable","G:15936","11/27/2013","16.21"
"Wellfleet","","Undoable","G:15937","11/27/2013","938.66"
"Wendell","","Undoable","G:15938","11/27/2013","21.90"
"Wenham","","Undoable","G:15939","11/27/2013","24.94"
"West.Boylston","*","Undoable","G:15940","11/27/2013","1629.61"
"West.Bridgewater","*","Undoable","G:15941","11/27/2013","1863.10"
"West.Brookfield","*","Undoable","G:15942","11/27/2013","2099.56"
"West.Newbury","*","Undoable","G:15943","11/27/2013","2343.19"
"West.Springfield","*","Undoable","G:15944","11/27/2013","2571.25"
"West.Stockbridge","*","Undoable","G:15945","11/27/2013","257.12"
"West.Tisbury","*","Undoable","G:15946","11/27/2013","498.19"
"Westborough","","Undoable","G:15947","11/27/2013","22.75"
"Westfield","","Undoable","G:15948","11/27/2013","934.55"
"Westford","","Undoable","G:15949","11/27/2013","1180.53"
"Westhampton","","Undoable","G:15950","11/27/2013","16.92"
"Westminster","","Undoable","G:15951","11/27/2013","1642.29"
"Weston","","Undoable","G:15952","11/27/2013","1878.10"
"Westport","","Undoable","G:15953","11/27/2013","2119.32"
"Westwood","","Undoable","G:15954","11/27/2013","2351.93"
"Weymouth","","Undoable","G:15955","11/27/2013","2579.09"
"Whately","","Undoable","G:15956","11/27/2013","254.98"
"Whitman","","Undoable","G:15957","11/27/2013","503.92"
"Wilbraham","","Undoable","G:15958","11/27/2013","8.44"
"Williamsburg","","Undoable","G:15959","11/27/2013","1275.80"
"Williamstown","","Undoable","G:15960","11/27/2013","1173.60"
"Wilmington","","Undoable","G:15961","11/27/2013","30.15"
"Winchendon","","Undoable","G:15962","11/27/2013","1643.14"
"Winchester","","Undoable","G:15963","11/27/2013","16.62"
"Windsor","","Undoable","G:15964","11/27/2013","2098.31"
"Winthrop","","Undoable","G:15965","11/27/2013","2337.50"
"Woburn","","Undoable","G:15966","11/27/2013","2574.57"
"Worcester","","Undoable","G:15967","11/27/2013","255.00"
"Worthington","","Undoable","G:15968","11/27/2013","480.78"
"Wrentham","","Undoable","G:15969","11/27/2013","11.86"
"Yarmouth","","Undoable","G:15970","11/27/2013","938.52"
