"Carlisle","0.00","0.00","0.00","0.00","922.04","922.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","922.04","922.04","0.00","01/27/2013","",""
"Carver","0.00","0.00","0.00","0.00","1044.16","1044.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1044.16","1044.16","0.00","01/27/2013","",""
"Charlton","0.00","0.00","0.00","0.00","1294.68","1294.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1294.68","1294.68","0.00","01/27/2013","",""
"Chatham","0.00","0.00","0.00","0.00","126.25","126.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","126.25","126.25","0.00","01/27/2013","",""
"Chelmsford","0.00","0.00","0.00","0.00","233.76","233.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","233.76","233.76","0.00","01/27/2013","",""
"Chelsea","0.00","0.00","0.00","0.00","343.39","343.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","343.39","343.39","0.00","01/27/2013","",""
"Cheshire","0.00","0.00","0.00","0.00","684.72","684.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","684.72","684.72","0.00","01/27/2013","",""
"Chester","0.00","0.00","0.00","0.00","455.15","455.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","455.15","455.15","0.00","01/27/2013","",""
"Chicopee","0.00","0.00","0.00","0.00","786.39","786.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","786.39","786.39","0.00","01/27/2013","",""
"Chilmark","0.00","0.00","0.00","0.00","878.64","878.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","878.64","878.64","0.00","01/27/2013","",""
"Clarksburg","0.00","0.00","0.00","0.00","995.46","995.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","995.46","995.46","0.00","01/27/2013","",""
"Cohasset","0.00","0.00","0.00","0.00","1188.79","1188.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1188.79","1188.79","0.00","01/27/2013","",""
"Colrain","0.00","0.00","0.00","0.00","131.12","131.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","131.12","131.12","0.00","01/27/2013","",""
"Concord","0.00","0.00","0.00","0.00","235.85","235.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","235.85","235.85","0.00","01/27/2013","",""
"Conway","0.00","0.00","0.00","0.00","346.41","346.41","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","346.41","346.41","0.00","01/27/2013","",""
"Cummington","0.00","0.00","0.00","0.00","651.89","651.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","651.89","651.89","0.00","01/27/2013","",""
"Dalton","0.00","0.00","0.00","0.00","446.01","446.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","446.01","446.01","0.00","01/27/2013","",""
"Dartmouth","0.00","0.00","0.00","0.00","772.24","772.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","772.24","772.24","0.00","01/27/2013","",""
"Dedham","0.00","0.00","0.00","0.00","888.11","888.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","888.11","888.11","0.00","01/27/2013","",""
"Dighton","0.00","0.00","0.00","0.00","1225.02","1225.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1225.02","1225.02","0.00","01/27/2013","",""
"Douglas","0.00","0.00","0.00","0.00","128.77","128.77","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","128.77","128.77","0.00","01/27/2013","",""
"Dover","0.00","0.00","0.00","0.00","238.39","238.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","238.39","238.39","0.00","01/27/2013","",""
"Dracut","0.00","0.00","0.00","0.00","336.79","336.79","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","336.79","336.79","0.00","01/27/2013","",""
"Dudley","0.00","0.00","0.00","0.00","1005.95","1005.95","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1005.95","1005.95","0.00","01/27/2013","",""
"Dunstable","0.00","0.00","0.00","0.00","843.11","843.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","843.11","843.11","0.00","01/27/2013","",""
"East.Bridgewater","0.00","0.00","0.00","0.00","2089.45","2089.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","2089.45","2089.45","0.00","01/27/2013","",""
"East.Brookfield","0.00","0.00","0.00","0.00","1126.12","1126.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1126.12","1126.12","0.00","01/27/2013","",""
"East.Longmeadow","0.00","0.00","0.00","0.00","134.52","134.52","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","134.52","134.52","0.00","01/27/2013","",""
"Easthampton","0.00","0.00","0.00","0.00","140.71","140.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","140.71","140.71","0.00","01/27/2013","",""
"Easton","0.00","0.00","0.00","0.00","349.55","349.55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","349.55","349.55","0.00","01/27/2013","",""
"Edgartown","0.00","0.00","0.00","0.00","707.22","707.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","707.22","707.22","0.00","01/27/2013","",""
"Egremont","0.00","0.00","0.00","0.00","249.96","249.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","249.96","249.96","0.00","01/27/2013","",""
"Erving","0.00","0.00","0.00","0.00","600.43","600.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","600.43","600.43","0.00","01/27/2013","",""
"Essex","0.00","0.00","0.00","0.00","952.80","952.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","952.80","952.80","0.00","01/27/2013","",""
"Fairhaven","0.00","0.00","0.00","0.00","2502.12","2502.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","2502.12","2502.12","0.00","01/27/2013","",""
"Fall River","0.00","0.00","0.00","0.00","2858.24","2858.24","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","2858.24","2858.24","0.00","01/27/2013","",""
"Falmouth","0.00","0.00","0.00","0.00","2967.70","2967.70","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","2967.70","2967.70","0.00","01/27/2013","",""
"Florida","0.00","0.00","0.00","0.00","794.28","794.28","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","794.28","794.28","0.00","01/27/2013","",""
"Framingham","0.00","0.00","0.00","0.00","233.40","233.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","233.40","233.40","0.00","01/27/2013","",""
"Franklin","0.00","0.00","0.00","0.00","342.85","342.85","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","342.85","342.85","0.00","01/27/2013","",""
"Freetown","0.00","0.00","0.00","0.00","683.69","683.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","683.69","683.69","0.00","01/27/2013","",""
"Gardner","0.00","0.00","0.00","0.00","454.45","454.45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","454.45","454.45","0.00","01/27/2013","",""
"Gill","0.00","0.00","0.00","0.00","801.66","801.66","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","801.66","801.66","0.00","01/27/2013","",""
"Gloucester","0.00","0.00","0.00","0.00","921.62","921.62","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","921.62","921.62","0.00","01/27/2013","",""
"Goshen","0.00","0.00","0.00","0.00","1043.68","1043.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1043.68","1043.68","0.00","01/27/2013","",""
"Grafton","0.00","0.00","0.00","0.00","1294.09","1294.09","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1294.09","1294.09","0.00","01/27/2013","",""
"Granby","0.00","0.00","0.00","0.00","126.18","126.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","126.18","126.18","0.00","01/27/2013","",""
"Granville","0.00","0.00","0.00","0.00","233.65","233.65","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","233.65","233.65","0.00","01/27/2013","",""
"Great Barrington","0.00","0.00","0.00","0.00","343.22","343.22","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","343.22","343.22","0.00","01/27/2013","",""
"Greenfield","0.00","0.00","0.00","0.00","684.39","684.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","684.39","684.39","0.00","01/27/2013","",""
"Groton","0.00","0.00","0.00","0.00","454.93","454.93","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","454.93","454.93","0.00","01/27/2013","",""
"Hadley","0.00","0.00","0.00","0.00","802.48","802.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","802.48","802.48","0.00","01/27/2013","",""
"Halifax","0.00","0.00","0.00","0.00","922.56","922.56","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","922.56","922.56","0.00","01/27/2013","",""
"Hamilton","0.00","0.00","0.00","0.00","1044.73","1044.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1044.73","1044.73","0.00","01/27/2013","",""
"Hancock","0.00","0.00","0.00","0.00","1188.21","1188.21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1188.21","1188.21","0.00","01/27/2013","",""
"Hanover","0.00","0.00","0.00","0.00","131.06","131.06","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","131.06","131.06","0.00","01/27/2013","",""
"Hanson","0.00","0.00","0.00","0.00","235.74","235.74","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","235.74","235.74","0.00","01/27/2013","",""
"Hardwick","0.00","0.00","0.00","0.00","346.25","346.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","346.25","346.25","0.00","01/27/2013","",""
"Harwich","0.00","0.00","0.00","0.00","445.80","445.80","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","445.80","445.80","0.00","01/27/2013","",""
"Haverhill","0.00","0.00","0.00","0.00","771.87","771.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","771.87","771.87","0.00","01/27/2013","",""
"Hawley","0.00","0.00","0.00","0.00","887.68","887.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","887.68","887.68","0.00","01/27/2013","",""
"Heath","0.00","0.00","0.00","0.00","967.32","967.32","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","967.32","967.32","0.00","01/27/2013","",""
"Hinsdale","0.00","0.00","0.00","0.00","1224.43","1224.43","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","1224.43","1224.43","0.00","01/27/2013","",""
"Holbrook","0.00","0.00","0.00","0.00","128.71","128.71","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","128.71","128.71","0.00","01/27/2013","",""
"Holden","0.00","0.00","0.00","0.00","238.27","238.27","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","238.27","238.27","0.00","01/27/2013","",""
"Holland","0.00","0.00","0.00","0.00","336.63","336.63","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","0.00","0.00","0.00","0.00","336.63","336.63","0.00","01/27/2013","",""
