"BA-Cont-Both","12/27/2013","29","INV","12373","AR-Fees","AR-Fees","508.30","0.00","AR-Costs","AR-Costs","1608.44","0.00","Charges-Fees","Charges-Fees","0.00","488.75","Charges-Costs","Charges-Costs","0.00","1542.87","TaxRec-Fees","TaxRec-Fees","0.00","19.55","TaxRec-Costs","TaxRec-Costs","0.00","65.57"
"BA-Cont-Exp","12/27/2013","26","INV","12370","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","1150.07","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","1103.18","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","46.89"
"BA-Cont-Exp","12/27/2013","27","INV","12371","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","1671.32","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","1603.18","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","68.14"
"BA-Cont-Time","12/27/2013","24","INV","12368","AR-Fees","AR-Fees","445.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","17.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Cont-Time","12/27/2013","25","INV","12369","AR-Fees","AR-Fees","1485.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","57.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-FFPlus-Both","12/27/2013","23","INV","12367","AR-Fees","AR-Fees","634.36","0.00","AR-Costs","AR-Costs","2529.60","0.00","Charges-Fees","Charges-Fees","0.00","609.96","Charges-Costs","Charges-Costs","0.00","2426.47","TaxRec-Fees","TaxRec-Fees","0.00","24.40","TaxRec-Costs","TaxRec-Costs","0.00","103.13"
"BA-FFPlus-Exp","12/27/2013","22","INV","12366","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","2592.47","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","2486.78","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","105.69"
"BA-FFPlus-Time","12/27/2013","21","INV","12365","AR-Fees","AR-Fees","1091.64","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1049.65","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","41.99","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimAct","12/27/2013","43","INV","12387","AR-Fees","AR-Fees","965.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","928.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","37.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimAct","12/27/2013","44","INV","12388","AR-Fees","AR-Fees","1069.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1028.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","41.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimAct","12/27/2013","45","INV","12389","AR-Fees","AR-Fees","1173.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1128.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","45.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimTot","12/27/2013","40","INV","12384","AR-Fees","AR-Fees","965.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","928.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","37.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimTot","12/27/2013","41","INV","12385","AR-Fees","AR-Fees","1069.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1028.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","41.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-InterimTot","12/27/2013","42","INV","12386","AR-Fees","AR-Fees","1173.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1128.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","45.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Maximum-Both","12/27/2013","20","INV","12364","AR-Fees","AR-Fees","508.30","0.00","AR-Costs","AR-Costs","1608.44","0.00","Charges-Fees","Charges-Fees","0.00","488.75","Charges-Costs","Charges-Costs","0.00","1542.87","TaxRec-Fees","TaxRec-Fees","0.00","19.55","TaxRec-Costs","TaxRec-Costs","0.00","65.57"
"BA-Maximum-Exp","12/27/2013","19","INV","12363","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","1671.32","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","1603.18","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","68.14"
"BA-Maximum-Time","12/27/2013","18","INV","12362","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Minimum-Both","12/27/2013","17","INV","12361","AR-Fees","AR-Fees","1072.85","0.00","AR-Costs","AR-Costs","5733.78","0.00","Charges-Fees","Charges-Fees","0.00","1031.59","Charges-Costs","Charges-Costs","0.00","5500.03","TaxRec-Fees","TaxRec-Fees","0.00","41.26","TaxRec-Costs","TaxRec-Costs","0.00","233.75"
"BA-Minimum-Exp","12/27/2013","16","INV","12360","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","6362.57","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","6103.18","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","259.39"
"BA-Minimum-Time","12/27/2013","15","INV","12359","AR-Fees","AR-Fees","5645.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","5428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","217.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-MinimumHours","12/27/2013","30","INV","12374","AR-Fees","AR-Fees","1589.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","1528.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","61.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Percent","12/27/2013","31","INV","12375","AR-Fees","AR-Fees","705.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","678.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","27.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Percent","12/27/2013","32","INV","12376","AR-Fees","AR-Fees","1017.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","978.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","39.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Percent","12/27/2013","33","INV","12377","AR-Fees","AR-Fees","653.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","628.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","25.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-Precision","12/27/2013","48","INV","12392","AR-Fees","AR-Fees","571.64","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","549.65","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","21.99","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressAct","12/27/2013","37","INV","12381","AR-Fees","AR-Fees","965.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","0.00","500.00","Charges-Fees","Charges-Fees","0.00","428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","37.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressAct","12/27/2013","38","INV","12382","AR-Fees","AR-Fees","1069.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","0.00","600.00","Charges-Fees","Charges-Fees","0.00","428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","41.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressAct","12/27/2013","39","INV","12383","AR-Fees","AR-Fees","1173.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","1100.00","0.00","Charges-Fees","Charges-Fees","0.00","2228.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","45.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressTot","12/27/2013","34","INV","12378","AR-Fees","AR-Fees","965.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","0.00","500.00","Charges-Fees","Charges-Fees","0.00","428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","37.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressTot","12/27/2013","35","INV","12379","AR-Fees","AR-Fees","1069.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","0.00","600.00","Charges-Fees","Charges-Fees","0.00","428.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","41.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ProgressTot","12/27/2013","36","INV","12380","AR-Fees","AR-Fees","1173.58","0.00","AR-Costs","AR-Costs","2071.22","0.00","ProgBilling-Comp","ProgBilling-Comp","1100.00","0.00","Charges-Fees","Charges-Fees","0.00","2228.44","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","45.14","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-ReplaceExpA","12/27/2013","52","INV","12396","AR-Fees","AR-Fees","2864.22","0.00","AR-Costs","AR-Costs","6265.23","0.00","Charges-Fees","Charges-Fees","0.00","2754.06","Charges-Costs","Charges-Costs","0.00","6009.81","TaxRec-Fees","TaxRec-Fees","0.00","110.16","TaxRec-Costs","TaxRec-Costs","0.00","255.42"
"BA-ReplaceTimeA","12/27/2013","49","INV","12393","AR-Fees","AR-Fees","2864.22","0.00","AR-Costs","AR-Costs","6265.23","0.00","Charges-Fees","Charges-Fees","0.00","2754.06","Charges-Costs","Charges-Costs","0.00","6009.81","TaxRec-Fees","TaxRec-Fees","0.00","110.16","TaxRec-Costs","TaxRec-Costs","0.00","255.42"
"BA-ReplaceTimeB","12/27/2013","50","INV","12394","AR-Fees","AR-Fees","2864.22","0.00","AR-Costs","AR-Costs","6265.23","0.00","Charges-Fees","Charges-Fees","0.00","2754.06","Charges-Costs","Charges-Costs","0.00","6009.81","TaxRec-Fees","TaxRec-Fees","0.00","110.16","TaxRec-Costs","TaxRec-Costs","0.00","255.42"
"BA-ReplaceTimeC","12/27/2013","51","INV","12395","AR-Fees","AR-Fees","2864.22","0.00","AR-Costs","AR-Costs","6265.23","0.00","Charges-Fees","Charges-Fees","0.00","2754.06","Charges-Costs","Charges-Costs","0.00","6009.81","TaxRec-Fees","TaxRec-Fees","0.00","110.16","TaxRec-Costs","TaxRec-Costs","0.00","255.42"
"BA-RoundDol","12/27/2013","47","INV","12391","AR-Fees","AR-Fees","577.20","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","555.00","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","22.20","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
"BA-RoundMin","12/27/2013","46","INV","12390","AR-Fees","AR-Fees","582.19","0.00","AR-Costs","AR-Costs","2071.22","0.00","Charges-Fees","Charges-Fees","0.00","559.80","Charges-Costs","Charges-Costs","0.00","1986.78","TaxRec-Fees","TaxRec-Fees","0.00","22.39","TaxRec-Costs","TaxRec-Costs","0.00","84.44"
