"Ayer","Invoice Charges","968.28","875.67","3.71","1625.70","14.27","469.39","15.67","16.22","16.29","4005.20","Payments","0.00","0.00","0.00","0.00","134.32","10.77","0.00","0.00","0.00","145.09","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barnstable","Invoice Charges","0.00","3033.15","0.00","1874.50","1634.06","27.16","26.37","1412.06","954.51","8961.81","Payments","0.00","0.00","0.00","146.07","0.00","0.00","0.00","0.00","0.00","146.07","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","2087.68","8.17","8.45","38.32","8.65","1158.24","3356.71","Payments","0.00","0.00","122.21","24.84","0.00","0.00","0.00","122.08","25.08","294.21","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","4.02","2089.72","10.99","437.34","387.00","13.90","3588.43","Payments","0.00","148.03","0.00","0.00","0.00","0.00","123.07","25.07","0.00","296.17","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","2570.76","2339.19","21.95","1628.63","1461.38","1649.02","10057.52","Payments","124.01","0.00","0.00","0.00","0.00","124.06","25.06","0.00","0.00","273.13","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","247.61","2570.70","11.48","11.11","59.80","1861.71","4773.96","Payments","0.00","0.00","0.00","0.00","125.05","11.48","11.11","2.46","0.00","150.10","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","482.76","258.53","12.35","2761.63","24.13","2111.92","7971.33","Payments","0.00","0.00","0.00","126.04","25.04","0.00","0.00","0.00","0.00","151.08","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","20.87","482.82","15.41","391.96","3535.65","2387.17","10111.72","Payments","0.00","0.00","127.03","20.87","4.16","0.00","0.00","127.08","0.00","279.14","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","932.44","9.47","9.83","808.25","477.41","2584.39","6346.58","Payments","0.00","128.02","0.00","25.02","0.00","0.00","128.07","0.00","25.08","306.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","1153.53","929.16","12.23","460.97","302.16","262.37","4071.17","Payments","129.01","3.46","3.13","18.42","0.00","129.06","0.00","25.07","0.00","308.15","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","8.27","1155.73","41.19","558.74","295.83","483.75","3912.33","Payments","0.00","0.00","0.00","0.00","130.05","0.00","25.06","0.00","0.00","155.11","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","903.37","45.61","14.24","624.53","918.43","20.75","5067.95","Payments","0.00","0.00","0.00","131.04","0.00","14.24","10.81","0.00","0.00","156.09","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1896.38","1629.20","22.01","21.39","852.64","946.41","7187.09","Payments","0.00","0.00","132.03","0.00","25.04","0.00","0.00","132.08","0.00","289.15","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","2093.57","1864.17","22.56","973.87","26.21","1176.38","7683.00","Payments","0.00","133.02","0.00","25.03","0.00","0.00","133.07","0.00","0.00","291.12","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","2.01","2.02","2.03","2.04","2.05","2.06","2.07","2.08","0.00","16.36","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","2327.56","2097.05","18.59","69.88","64.38","18.67","4710.30","Payments","134.01","0.00","0.00","25.02","0.00","134.06","0.00","0.00","18.67","311.76","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","2572.80","2340.50","22.73","1640.52","1472.31","1650.43","10300.53","Payments","0.00","25.01","0.00","0.00","135.05","0.00","0.00","25.07","0.00","185.13","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","256.03","2576.14","17.66","17.16","2497.37","1878.30","8705.07","Payments","0.00","0.00","0.00","136.04","0.00","0.00","17.16","7.90","0.00","161.10","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","486.01","261.33","15.37","3581.13","30.54","2117.73","9501.17","Payments","0.00","0.00","137.03","0.00","0.00","15.37","9.68","137.08","0.00","299.16","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","11.12","476.71","8.99","214.89","1933.34","2345.09","6782.03","Payments","0.00","138.02","0.00","0.00","25.04","0.00","138.07","0.00","0.00","301.13","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","927.66","7.02","7.28","501.12","278.64","2579.65","5245.69","Payments","139.01","0.00","0.00","25.03","0.00","139.06","0.00","0.00","0.00","303.10","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","1154.18","929.77","12.24","438.54","307.47","262.99","4072.91","Payments","0.00","0.00","3.68","21.34","140.05","0.00","0.00","0.00","25.08","190.15","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","10.23","1156.52","11.58","694.80","357.40","485.86","4446.23","Payments","0.00","25.01","0.00","141.04","0.00","0.00","0.00","25.07","0.00","191.12","Credits","0.00","0.00","0.00","4.04","0.00","0.00","0.00","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1625.80","14.19","14.73","468.67","700.28","19.04","4815.43","Payments","0.00","0.00","142.03","0.00","0.00","0.00","25.06","142.08","0.00","309.17","Credits","0.00","0.00","3.03","0.00","0.00","0.00","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","0.00","1857.25","1625.81","18.61","18.01","472.46","941.20","5976.54","Payments","0.00","143.02","0.00","0.00","0.00","18.61","149.51","0.00","0.00","311.14","Credits","0.00","2.02","0.00","0.00","0.00","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","4.40","2092.61","1863.35","21.61","821.93","24.58","24.68","6151.44","Payments","144.01","0.00","0.00","0.00","25.04","144.06","0.00","0.00","0.00","313.11","Credits","1.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","0.48","2338.56","2103.03","24.17","944.94","28.29","28.41","6888.04","Payments","0.00","0.00","0.00","25.03","145.05","0.00","0.00","0.00","0.00","170.08","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brookfield","Invoice Charges","233.51","127.11","0.90","2571.66","2338.91","21.66","21.05","943.37","1640.31","7898.48","Payments","0.00","0.00","0.90","170.16","0.00","0.00","0.00","0.00","25.08","196.14","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.08","0.00","8.08","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brookline","Invoice Charges","343.01","234.99","1.32","250.06","2.70","2.80","2.72","1046.39","1856.50","3740.49","Payments","0.00","25.01","147.03","0.00","0.00","0.00","0.00","172.15","0.00","344.19","Credits","0.00","0.00","0.00","0.00","0.00","0.00","7.07","0.00","0.00","7.07","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Buckland","Invoice Charges","684.01","345.95","2.06","5.08","251.18","4.84","1298.55","9.62","2097.34","4698.63","Payments","0.00","148.02","0.00","0.00","0.00","0.00","173.13","0.00","0.00","321.15","Credits","0.00","0.00","0.00","0.00","0.00","6.06","0.00","0.00","0.00","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","1.17","1.31","471.14","3.29","128.73","1297.09","2336.18","4694.88","Payments","149.01","0.00","0.00","0.00","0.00","152.35","21.76","0.00","0.00","323.12","Credits","0.00","0.00","0.00","0.00","5.05","0.00","0.00","0.00","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
