"28","PAYT","","Great Barrington","25.01","01/28/2013","","","Default","","Great Barrington - 113 - 1/28/2013"
"29","PAYT","","Hamilton","25.01","01/28/2013","","","Default","","Hamilton - 119 - 1/28/2013"
"30","PAYT","","Harvard","25.01","01/28/2013","","","Default","","Harvard - 125 - 1/28/2013"
"31","PAYT","","Hingham","25.01","01/28/2013","","","Default","","Hingham - 131 - 1/28/2013"
"32","PAYT","","Holyoke","25.01","01/28/2013","","","Default","","Holyoke - 137 - 1/28/2013"
"33","PAYT","","Huntington","25.01","01/28/2013","","","Default","","Huntington - 143 - 1/28/2013"
"34","PAYT","","Lawrence","25.01","01/28/2013","","","Default","","Lawrence - 149 - 1/28/2013"
"35","PAYT","","Lexington","25.01","01/28/2013","","","Default","","Lexington - 155 - 1/28/2013"
"36","PAYT","","Ludlow","25.01","01/28/2013","","","Default","","Ludlow - 161 - 1/28/2013"
"37","PAYT","","Mansfield","25.01","01/28/2013","","","Default","","Mansfield - 167 - 1/28/2013"
"38","PAYT","","Mattapoisett","25.01","01/28/2013","","","Default","","Mattapoisett - 173 - 1/28/2013"
"39","PAYT","","Mendon","25.01","01/28/2013","","","Default","","Mendon - 179 - 1/28/2013"
"40","PAYT","","Milford","25.01","01/28/2013","","","Default","","Milford - 185 - 1/28/2013"
"41","PAYT","","Monson","25.01","01/28/2013","","","Default","","Monson - 191 - 1/28/2013"
"42","PAYT","","Nantucket","25.01","01/28/2013","","","Default","","Nantucket - 197 - 1/28/2013"
"43","PAYT","","New Marlborough","25.01","01/28/2013","","","Default","","New Marlborough - 203 - 1/28/2013"
"44","PAYT","","North.Adams","25.01","01/28/2013","","","Default","","North.Adams - 209 - 1/28/2013"
"45","PAYT","","Northborough","25.01","01/28/2013","","","Default","","Northborough - 215 - 1/28/2013"
"46","PAYT","","Oak Bluffs","25.01","01/28/2013","","","Default","","Oak Bluffs - 221 - 1/28/2013"
"47","PAYT","","Palmer","25.01","01/28/2013","","","Default","","Palmer - 227 - 1/28/2013"
"48","PAYT","","Peru","25.01","01/28/2013","","","Default","","Peru - 233 - 1/28/2013"
"49","PAYT","","Plymouth","25.01","01/28/2013","","","Default","","Plymouth - 239 - 1/28/2013"
"50","PAYT","","Raynham","25.01","01/28/2013","","","Default","","Raynham - 245 - 1/28/2013"
"51","PAYT","","Rockland","25.01","01/28/2013","","","Default","","Rockland - 251 - 1/28/2013"
"52","PAYT","","Rutland","25.01","01/28/2013","","","Default","","Rutland - 257 - 1/28/2013"
"53","PAYT","","Savoy","25.01","01/28/2013","","","Default","","Savoy - 263 - 1/28/2013"
"54","PAYT","","Sherborn","25.01","01/28/2013","","","Default","","Sherborn - 269 - 1/28/2013"
"55","PAYT","","South.Hadley","25.01","01/28/2013","","","Default","","South.Hadley - 275 - 1/28/2013"
"56","PAYT","","Springfield","25.01","01/28/2013","","","Default","","Springfield - 281 - 1/28/2013"
"57","PAYT","","Sturbridge","25.01","01/28/2013","","","Default","","Sturbridge - 287 - 1/28/2013"
"58","PAYT","","Taunton","25.01","01/28/2013","","","Default","","Taunton - 293 - 1/28/2013"
"59","PAYT","","Townsend","25.01","01/28/2013","","","Default","","Townsend - 299 - 1/28/2013"
"60","PAYT","","Wakefield","25.01","01/28/2013","","","Default","","Wakefield - 305 - 1/28/2013"
"61","PAYT","","Warren","25.01","01/28/2013","","","Default","","Warren - 311 - 1/28/2013"
"62","PAYT","","Wellesley","25.01","01/28/2013","","","Default","","Wellesley - 317 - 1/28/2013"
"63","PAYT","","West.Brookfield","25.01","01/28/2013","","","Default","","West.Brookfield - 323 - 1/28/2013"
"64","PAYT","","Westfield","25.01","01/28/2013","","","Default","","Westfield - 329 - 1/28/2013"
"65","PAYT","","Westwood","25.01","01/28/2013","","","Default","","Westwood - 335 - 1/28/2013"
"66","PAYT","","Williamstown","25.01","01/28/2013","","","Default","","Williamstown - 341 - 1/28/2013"
"67","PAYT","","Woburn","25.01","01/28/2013","","","Default","","Woburn - 347 - 1/28/2013"
"68","PAYT","","Hadley","21.01","01/28/2013","","","Hadley-1","pta-1-1","bds-pta: Hadley - 1/28/2013 . Check No. pta-1-1"
"69","DEP","","Hadley","11.01","01/28/2013","","","Hadley-1","dep-1-1","bds-dep: Hadley - 1/28/2013 . Check No. dep-1-1"
"70","PAYT","","Halifax","22.01","01/28/2013","","","Halifax-2","pta-2-1","bds-pta: Halifax - 1/28/2013 . Check No. pta-2-1"
"71","DEP","","Halifax","12.01","01/28/2013","","","Halifax-2","dep-2-1","bds-dep: Halifax - 1/28/2013 . Check No. dep-2-1"
