"Belchertown","Invoice Charges","0.00","11.55","11.55","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","2314.18","Payments","0.00","0.00","0.00","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","3272.78","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","1524.79","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","947.62","Payments","129.01","3.46","132.47","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","1366.04","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","2535.89","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","1819.06","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","1487.09","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","2.01","0.00","2.01","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","114.17","Payments","134.01","0.00","134.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","599.76","Payments","0.00","25.01","25.01","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","1459.10","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","3001.49","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","1789.65","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","944.32","Payments","139.01","0.00","139.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","964.04","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","1726.31","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","1968.72","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","1043.20","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","1298.28","Payments","144.01","0.00","144.01","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","1420.16","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Brookfield","Invoice Charges","233.51","127.11","360.62","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Brookline","Invoice Charges","343.01","234.99","578.00","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Buckland","Invoice Charges","684.01","345.95","1029.96","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","455.97","Payments","149.01","0.00","149.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Cambridge","Invoice Charges","0.00","454.71","454.71","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Canton","Invoice Charges","802.04","3.41","805.45","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Carlisle","Invoice Charges","922.04","806.03","1728.07","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Carver","Invoice Charges","1044.16","926.56","1970.72","Payments","0.00","25.01","25.01","Credits","1.01","0.00","1.01","Write Offs","3.01","0.00","3.01","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Charlemont","Invoice Charges","0.00","1044.25","1044.25","Payments","154.01","0.00","154.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Charlton","Invoice Charges","1294.68","5.50","1300.18","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chatham","Invoice Charges","126.25","1295.33","1421.58","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chelmsford","Invoice Charges","233.76","127.25","361.01","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chelsea","Invoice Charges","343.39","235.25","578.64","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Cheshire","Invoice Charges","684.72","345.65","1030.37","Payments","159.01","25.01","184.02","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chester","Invoice Charges","455.15","686.71","1141.86","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chesterfield","Invoice Charges","0.00","458.68","458.68","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chicopee","Invoice Charges","786.39","3.34","789.73","Payments","0.00","0.00","0.00","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Chilmark","Invoice Charges","878.64","782.71","1661.35","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Clarksburg","Invoice Charges","995.46","865.20","1860.66","Payments","164.01","0.00","164.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Clinton","Invoice Charges","0.00","976.41","976.41","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Cohasset","Invoice Charges","1188.79","5.05","1193.84","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Colrain","Invoice Charges","131.12","1201.12","1332.24","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Concord","Invoice Charges","235.85","130.90","366.75","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Conway","Invoice Charges","346.41","302.04","648.45","Payments","169.01","0.00","169.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Cummington","Invoice Charges","651.89","342.56","994.45","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dalton","Invoice Charges","446.01","679.64","1125.65","Payments","0.00","25.01","25.01","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Danvers","Invoice Charges","0.00","450.42","450.42","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dartmouth","Invoice Charges","772.24","3.28","775.52","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dedham","Invoice Charges","888.11","3.03","891.14","Payments","174.01","0.00","174.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Deerfield","Invoice Charges","0.00","871.14","871.14","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dennis","Invoice Charges","0.00","1006.17","1006.17","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dighton","Invoice Charges","1225.02","5.20","1230.22","Payments","0.00","5.20","5.20","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Douglas","Invoice Charges","128.77","1214.04","1342.81","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dover","Invoice Charges","238.39","126.54","364.93","Payments","179.01","0.00","179.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dracut","Invoice Charges","336.79","235.26","572.05","Payments","0.00","0.00","0.00","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dudley","Invoice Charges","1005.95","523.47","1529.42","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Dunstable","Invoice Charges","843.11","1248.17","2091.28","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Duxbury","Invoice Charges","0.00","1214.44","1214.44","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"East.Bridgewater","Invoice Charges","2089.45","8.87","2098.32","Payments","184.01","0.00","184.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","11.01","0.00","11.01"
"East.Brookfield","Invoice Charges","1126.12","993.57","2119.69","Payments","196.02","0.00","196.02","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","185.01","0.00","185.01"
"East.Longmeadow","Invoice Charges","134.52","120.47","254.99","Payments","0.00","120.47","120.47","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Eastham","Invoice Charges","0.00","3071.99","3071.99","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Easthampton","Invoice Charges","140.71","0.60","141.31","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Easton","Invoice Charges","349.55","3263.17","3612.72","Payments","189.01","25.01","214.02","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Edgartown","Invoice Charges","707.22","388.76","1095.98","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Egremont","Invoice Charges","249.96","172.91","422.87","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Erving","Invoice Charges","600.43","312.45","912.88","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Essex","Invoice Charges","952.80","1410.56","2363.36","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Everett","Invoice Charges","0.00","1149.40","1149.40","Payments","194.01","0.00","194.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Fairhaven","Invoice Charges","2502.12","10.63","2512.75","Payments","0.00","10.63","10.63","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Fall River","Invoice Charges","2858.24","2521.82","5380.06","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Falmouth","Invoice Charges","2967.70","2657.73","5625.43","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Fitchburg","Invoice Charges","0.00","1035.07","1035.07","Payments","0.00","0.00","0.00","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Florida","Invoice Charges","794.28","2.53","796.81","Payments","199.01","0.00","199.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Foxborough","Invoice Charges","0.00","2809.50","2809.50","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Framingham","Invoice Charges","233.40","127.05","360.45","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Franklin","Invoice Charges","342.85","234.88","577.73","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Freetown","Invoice Charges","683.69","345.79","1029.48","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Gardner","Invoice Charges","454.45","789.80","1244.25","Payments","204.01","0.00","204.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Georgetown","Invoice Charges","0.00","454.49","454.49","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Gill","Invoice Charges","801.66","3.40","805.06","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Gloucester","Invoice Charges","921.62","805.65","1727.27","Payments","0.00","25.01","25.01","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Goshen","Invoice Charges","1043.68","926.14","1969.82","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Gosnold","Invoice Charges","0.00","1043.78","1043.78","Payments","209.01","0.00","209.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Grafton","Invoice Charges","1294.09","5.50","1299.59","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Granby","Invoice Charges","126.18","1294.75","1420.93","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Granville","Invoice Charges","233.65","127.18","360.83","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Great Barrington","Invoice Charges","343.22","235.14","578.36","Payments","0.00","25.01","25.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Greenfield","Invoice Charges","684.39","2.00","686.39","Payments","214.01","0.00","214.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Groton","Invoice Charges","454.93","1.93","456.86","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Groveland","Invoice Charges","0.00","0.00","0.00","Payments","0.00","0.00","0.00","Credits","1.01","0.00","1.01","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hadley","Invoice Charges","802.48","3.28","805.76","Payments","31.01","0.00","31.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Halifax","Invoice Charges","922.56","3.78","926.34","Payments","32.01","0.00","32.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hamilton","Invoice Charges","1044.73","3.51","1048.24","Payments","219.01","3.51","222.52","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hampden","Invoice Charges","0.00","0.00","0.00","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hancock","Invoice Charges","1188.21","5.05","1193.26","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hanover","Invoice Charges","131.06","0.56","131.62","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hanson","Invoice Charges","235.74","1.00","236.74","Payments","0.00","0.00","0.00","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
"Hardwick","Invoice Charges","346.25","0.52","346.77","Payments","224.01","0.00","224.01","Credits","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","Transfers","0.00","0.00","0.00"
