"Ayer","Invoice Charges","968.28","875.67","3.71","1625.70","3473.36","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Barnstable","Invoice Charges","0.00","3033.15","0.00","1874.50","4907.65","Payments","0.00","0.00","0.00","25.03","25.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","2087.68","2134.88","Payments","0.00","0.00","122.21","24.84","147.05","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","4.02","649.48","Payments","0.00","148.03","0.00","0.00","148.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","2570.76","2957.35","Payments","124.01","0.00","0.00","0.00","124.01","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","247.61","259.16","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","482.76","2802.77","Payments","0.00","0.00","0.00","0.00","0.00","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","20.87","3298.71","Payments","0.00","0.00","127.03","20.87","147.90","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","932.44","2457.23","Payments","0.00","128.02","0.00","25.02","153.04","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","1153.53","2104.28","Payments","129.01","3.46","3.13","18.42","154.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","8.27","1377.09","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","903.37","3444.39","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1896.38","3715.44","Payments","0.00","0.00","132.03","0.00","132.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","2093.57","3619.81","Payments","0.00","133.02","0.00","25.03","158.05","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","2.01","2.02","2.03","0.00","6.06","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","2327.56","2441.73","Payments","134.01","0.00","0.00","25.02","159.03","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","2572.80","3174.04","Payments","0.00","25.01","0.00","0.00","25.01","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","256.03","1718.44","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","486.01","3495.07","Payments","0.00","0.00","137.03","0.00","137.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","11.12","1803.01","Payments","0.00","138.02","0.00","0.00","138.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","927.66","1871.98","Payments","139.01","0.00","0.00","25.03","164.04","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","1154.18","2121.90","Payments","0.00","0.00","3.68","21.34","25.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","10.23","1740.07","Payments","0.00","25.01","0.00","0.00","25.01","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1625.80","3598.52","Payments","0.00","0.00","142.03","0.00","142.03","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","0.00","1857.25","2900.45","Payments","0.00","143.02","0.00","0.00","143.02","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","4.40","2092.61","3395.29","Payments","144.01","0.00","0.00","0.00","144.01","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","0.48","2338.56","3759.20","Payments","0.00","0.00","0.00","25.03","25.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Brookfield","Invoice Charges","233.51","127.11","0.90","2571.66","2933.18","Payments","0.00","0.00","0.90","24.12","25.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Brookline","Invoice Charges","343.01","234.99","1.32","250.06","829.38","Payments","0.00","25.01","147.03","0.00","172.04","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Buckland","Invoice Charges","684.01","345.95","2.06","5.08","1037.10","Payments","0.00","148.02","0.00","0.00","148.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","1.17","1.31","458.45","Payments","149.01","0.00","0.00","0.00","149.01","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Cambridge","Invoice Charges","0.00","454.71","0.00","924.83","1379.54","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Canton","Invoice Charges","802.04","3.41","3.08","1153.50","1962.03","Payments","0.00","0.00","0.00","25.03","25.03","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Carlisle","Invoice Charges","922.04","806.03","3.54","9.77","1741.38","Payments","0.00","0.00","155.57","9.77","165.34","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Carver","Invoice Charges","1044.16","926.56","3.40","1625.52","3599.64","Payments","0.00","178.03","0.00","0.00","178.03","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","3.01","3.02","3.03","0.00","9.06","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Charlemont","Invoice Charges","0.00","1044.25","0.00","1857.19","2901.44","Payments","154.01","0.00","0.00","0.00","154.01","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Charlton","Invoice Charges","1294.68","5.50","4.97","2093.24","3398.39","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chatham","Invoice Charges","126.25","1295.33","0.48","2338.57","3760.63","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chelmsford","Invoice Charges","233.76","127.25","0.90","2571.00","2932.91","Payments","0.00","0.00","157.03","25.03","182.06","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chelsea","Invoice Charges","343.39","235.25","0.71","250.22","829.57","Payments","0.00","158.02","0.71","24.31","183.04","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Cheshire","Invoice Charges","684.72","345.65","2.02","474.70","1507.09","Payments","159.01","25.01","0.00","0.00","184.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chester","Invoice Charges","455.15","686.71","1.75","7.48","1151.09","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chesterfield","Invoice Charges","0.00","458.68","0.00","924.84","1383.52","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chicopee","Invoice Charges","786.39","3.34","3.01","1152.76","1945.50","Payments","0.00","0.00","162.03","0.00","162.03","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Chilmark","Invoice Charges","878.64","782.71","2.74","9.38","1673.47","Payments","0.00","163.02","0.00","9.38","172.40","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Clarksburg","Invoice Charges","995.46","865.20","3.19","1625.01","3488.86","Payments","164.01","0.00","3.19","21.83","189.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Clinton","Invoice Charges","0.00","976.41","0.00","1857.68","2834.09","Payments","0.00","25.01","0.00","0.00","25.01","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Cohasset","Invoice Charges","1188.79","5.05","4.56","2092.79","3291.19","Payments","0.00","0.00","0.00","0.00","0.00","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Colrain","Invoice Charges","131.12","1201.12","0.50","2404.81","3737.55","Payments","0.00","0.00","167.03","0.00","167.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Concord","Invoice Charges","235.85","130.90","69.25","2571.28","3007.28","Payments","0.00","168.02","0.00","0.00","168.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Conway","Invoice Charges","346.41","302.04","0.68","250.72","899.85","Payments","169.01","0.00","0.00","25.03","194.04","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Cummington","Invoice Charges","651.89","342.56","2.50","475.39","1472.34","Payments","0.00","0.00","2.50","22.52","25.02","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dalton","Invoice Charges","446.01","679.64","1.71","7.19","1134.55","Payments","0.00","25.01","0.00","0.00","25.01","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Danvers","Invoice Charges","0.00","450.42","0.00","923.36","1373.78","Payments","0.00","0.00","172.03","0.00","172.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dartmouth","Invoice Charges","772.24","3.28","2.30","2.58","780.40","Payments","0.00","173.02","0.00","0.00","173.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dedham","Invoice Charges","888.11","3.03","2.74","3.07","896.95","Payments","174.01","0.00","0.00","0.00","174.01","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Deerfield","Invoice Charges","0.00","871.14","0.00","1621.53","2492.67","Payments","0.00","0.00","0.00","25.03","25.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dennis","Invoice Charges","0.00","1006.17","0.00","1858.12","2864.29","Payments","0.00","0.00","0.00","25.02","25.02","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dighton","Invoice Charges","1225.02","5.20","4.70","2092.13","3327.05","Payments","0.00","5.20","181.73","15.11","202.04","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Douglas","Invoice Charges","128.77","1214.04","0.00","2357.88","3700.69","Payments","0.00","178.02","(178.02)","0.00","0.00","Credits","0.00","0.00","3.03","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dover","Invoice Charges","238.39","126.54","20.90","2571.75","2957.58","Payments","179.01","(179.01)","0.00","0.00","0.00","Credits","0.00","2.02","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dracut","Invoice Charges","336.79","235.26","1.29","250.86","824.20","Payments","0.00","0.00","0.00","0.00","0.00","Credits","1.01","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dudley","Invoice Charges","1005.95","523.47","3.86","478.39","2011.67","Payments","0.00","0.00","0.00","25.03","25.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Dunstable","Invoice Charges","843.11","1248.17","3.23","12.90","2107.41","Payments","0.00","0.00","185.26","12.90","198.16","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"Duxbury","Invoice Charges","0.00","1214.44","0.00","929.28","2143.72","Payments","0.00","208.03","0.00","0.00","208.03","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
"East.Bridgewater","Invoice Charges","2089.45","8.87","8.01","1158.94","3265.27","Payments","184.01","184.02","184.03","0.00","552.06","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","11.01","11.02","11.03","0.00","33.06"
"East.Brookfield","Invoice Charges","1126.12","993.57","4.32","12.72","2136.73","Payments","196.02","196.04","196.06","0.00","588.12","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","185.01","185.02","6.70","0.00","376.73"
"East.Longmeadow","Invoice Charges","134.52","120.47","0.52","1615.06","1870.57","Payments","0.00","120.47","0.52","255.74","376.73","Credits","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00"
