"Transaction ID","Transaction Type (Short)","Timekeeper Nickname 1","Time Spent (optional rounding)","Rate Value","Rate Type","Transaction Date","Activity Nickname 1","Quantity","Price","Slip Value","Billing Status","Client Nickname 1","Description","Reference Nickname 1",
"2832","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjTot-Both","Trash Bags, trash bags, and more trash bags",""
"2833","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-AdjTK-Time","Create something new",""
"2834","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-AdjTK-Time","Promise you can do something great",""
"2835","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-AdjTK-Time","Take away wreckage and trash and then sweep up",""
"2836","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-AdjTK-Time","Make something splash and flow",""
"2837","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-AdjTK-Time","Stuff used to make a patio or walkway",""
"2838","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-AdjTK-Time","Stuff used to build structures and other things",""
"2839","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-AdjTK-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2840","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjTK-Time","Trash Bags, trash bags, and more trash bags",""
"2841","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-AdjTK-Exp","Create something new",""
"2842","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-AdjTK-Exp","Promise you can do something great",""
"2843","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-AdjTK-Exp","Take away wreckage and trash and then sweep up",""
"2844","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-AdjTK-Exp","Make something splash and flow",""
"2845","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-AdjTK-Exp","Stuff used to make a patio or walkway",""
"2846","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-AdjTK-Exp","Stuff used to build structures and other things",""
"2847","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-AdjTK-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2848","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjTK-Exp","Trash Bags, trash bags, and more trash bags",""
"2849","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-AdjTK-Both","Create something new",""
"2850","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-AdjTK-Both","Promise you can do something great",""
"2851","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-AdjTK-Both","Take away wreckage and trash and then sweep up",""
"2852","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-AdjTK-Both","Make something splash and flow",""
"2853","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-AdjTK-Both","Stuff used to make a patio or walkway",""
"2854","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-AdjTK-Both","Stuff used to build structures and other things",""
"2855","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-AdjTK-Both","Stuff used to glue fingers back on or tape wounds shut",""
"2856","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjTK-Both","Trash Bags, trash bags, and more trash bags",""
"2857","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-AdjTask","Create something new",""
"2858","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-AdjTask","Promise you can do something great",""
"2859","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-AdjTask","Take away wreckage and trash and then sweep up",""
"2860","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-AdjTask","Make something splash and flow",""
"2861","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-AdjTask","Stuff used to make a patio or walkway",""
"2862","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-AdjTask","Stuff used to build structures and other things",""
"2863","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-AdjTask","Stuff used to glue fingers back on or tape wounds shut",""
"2864","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjTask","Trash Bags, trash bags, and more trash bags",""
"2865","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-AdjExpense","Create something new",""
"2866","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-AdjExpense","Promise you can do something great",""
"2867","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-AdjExpense","Take away wreckage and trash and then sweep up",""
"2868","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-AdjExpense","Make something splash and flow",""
"2869","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-AdjExpense","Stuff used to make a patio or walkway",""
"2870","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-AdjExpense","Stuff used to build structures and other things",""
"2871","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-AdjExpense","Stuff used to glue fingers back on or tape wounds shut",""
"2872","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-AdjExpense","Trash Bags, trash bags, and more trash bags",""
"2873","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Absolute-Time","Create something new",""
"2874","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Absolute-Time","Promise you can do something great",""
"2875","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Absolute-Time","Take away wreckage and trash and then sweep up",""
"2876","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Absolute-Time","Make something splash and flow",""
"2877","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Absolute-Time","Stuff used to make a patio or walkway",""
"2878","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Absolute-Time","Stuff used to build structures and other things",""
"2879","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Absolute-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2880","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Absolute-Time","Trash Bags, trash bags, and more trash bags",""
"2881","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Absolute-Exp","Create something new",""
"2882","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Absolute-Exp","Promise you can do something great",""
"2883","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Absolute-Exp","Take away wreckage and trash and then sweep up",""
"2884","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Absolute-Exp","Make something splash and flow",""
"2885","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Absolute-Exp","Stuff used to make a patio or walkway",""
"2886","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Absolute-Exp","Stuff used to build structures and other things",""
"2887","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Absolute-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2888","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Absolute-Exp","Trash Bags, trash bags, and more trash bags",""
"2889","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Absolute-Both","Create something new",""
"2890","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Absolute-Both","Promise you can do something great",""
"2891","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Absolute-Both","Take away wreckage and trash and then sweep up",""
"2892","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Absolute-Both","Make something splash and flow",""
"2893","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Absolute-Both","Stuff used to make a patio or walkway",""
"2894","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Absolute-Both","Stuff used to build structures and other things",""
"2895","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Absolute-Both","Stuff used to glue fingers back on or tape wounds shut",""
"2896","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Absolute-Both","Trash Bags, trash bags, and more trash bags",""
"2897","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Minimum-Time","Create something new",""
"2898","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Minimum-Time","Promise you can do something great",""
"2899","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Minimum-Time","Take away wreckage and trash and then sweep up",""
"2900","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Minimum-Time","Make something splash and flow",""
"2901","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Minimum-Time","Stuff used to make a patio or walkway",""
"2902","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Minimum-Time","Stuff used to build structures and other things",""
"2903","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Minimum-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2904","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Minimum-Time","Trash Bags, trash bags, and more trash bags",""
"2905","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Minimum-Exp","Create something new",""
"2906","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Minimum-Exp","Promise you can do something great",""
"2907","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Minimum-Exp","Take away wreckage and trash and then sweep up",""
"2908","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Minimum-Exp","Make something splash and flow",""
"2909","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Minimum-Exp","Stuff used to make a patio or walkway",""
"2910","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Minimum-Exp","Stuff used to build structures and other things",""
"2911","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Minimum-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2912","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Minimum-Exp","Trash Bags, trash bags, and more trash bags",""
"2913","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Minimum-Both","Create something new",""
"2914","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Minimum-Both","Promise you can do something great",""
"2915","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Minimum-Both","Take away wreckage and trash and then sweep up",""
"2916","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Minimum-Both","Make something splash and flow",""
"2917","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Minimum-Both","Stuff used to make a patio or walkway",""
"2918","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Minimum-Both","Stuff used to build structures and other things",""
"2919","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Minimum-Both","Stuff used to glue fingers back on or tape wounds shut",""
"2920","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Minimum-Both","Trash Bags, trash bags, and more trash bags",""
"2921","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Maximum-Time","Create something new",""
"2922","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Maximum-Time","Promise you can do something great",""
"2923","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Maximum-Time","Take away wreckage and trash and then sweep up",""
"2924","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Maximum-Time","Make something splash and flow",""
"2925","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Maximum-Time","Stuff used to make a patio or walkway",""
"2926","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Maximum-Time","Stuff used to build structures and other things",""
"2927","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Maximum-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2928","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Maximum-Time","Trash Bags, trash bags, and more trash bags",""
"2929","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Maximum-Exp","Create something new",""
"2930","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Maximum-Exp","Promise you can do something great",""
"2931","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Maximum-Exp","Take away wreckage and trash and then sweep up",""
"2932","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Maximum-Exp","Make something splash and flow",""
"2933","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Maximum-Exp","Stuff used to make a patio or walkway",""
"2934","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Maximum-Exp","Stuff used to build structures and other things",""
"2935","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Maximum-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2936","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Maximum-Exp","Trash Bags, trash bags, and more trash bags",""
"2937","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Maximum-Both","Create something new",""
"2938","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Maximum-Both","Promise you can do something great",""
"2939","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Maximum-Both","Take away wreckage and trash and then sweep up",""
"2940","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Maximum-Both","Make something splash and flow",""
"2941","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Maximum-Both","Stuff used to make a patio or walkway",""
"2942","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Maximum-Both","Stuff used to build structures and other things",""
"2943","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-Maximum-Both","Stuff used to glue fingers back on or tape wounds shut",""
"2944","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-Maximum-Both","Trash Bags, trash bags, and more trash bags",""
"2945","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-FFPlus-Time","Create something new",""
"2946","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-FFPlus-Time","Promise you can do something great",""
"2947","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-FFPlus-Time","Take away wreckage and trash and then sweep up",""
"2948","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-FFPlus-Time","Make something splash and flow",""
"2949","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-FFPlus-Time","Stuff used to make a patio or walkway",""
"2950","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-FFPlus-Time","Stuff used to build structures and other things",""
"2951","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-FFPlus-Time","Stuff used to glue fingers back on or tape wounds shut",""
"2952","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-FFPlus-Time","Trash Bags, trash bags, and more trash bags",""
"2953","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-FFPlus-Exp","Create something new",""
"2954","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-FFPlus-Exp","Promise you can do something great",""
"2955","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-FFPlus-Exp","Take away wreckage and trash and then sweep up",""
"2956","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-FFPlus-Exp","Make something splash and flow",""
"2957","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-FFPlus-Exp","Stuff used to make a patio or walkway",""
"2958","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-FFPlus-Exp","Stuff used to build structures and other things",""
"2959","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-FFPlus-Exp","Stuff used to glue fingers back on or tape wounds shut",""
"2960","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-FFPlus-Exp","Trash Bags, trash bags, and more trash bags",""
"2961","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-FFPlus-Both","Create something new",""
"2962","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-FFPlus-Both","Promise you can do something great",""
"2963","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-FFPlus-Both","Take away wreckage and trash and then sweep up",""
"2964","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-FFPlus-Both","Make something splash and flow",""
"2965","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-FFPlus-Both","Stuff used to make a patio or walkway",""
"2966","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-FFPlus-Both","Stuff used to build structures and other things",""
"2967","EXP","CoreyM","0:00:00","0.00","","01/01/2013","First aid","6.125","206.006","1261.79","Do Not Bill","BA-FFPlus-Both","Stuff used to glue fingers back on or tape wounds shut",""
"2968","EXP","TomH","0:00:00","0.00","","01/01/2013","Cleanup Supplies","3.125","203.003","634.38","No Charge","BA-FFPlus-Both","Trash Bags, trash bags, and more trash bags",""
"2969","TIME","TomH","1:12:00","101.01","Hourly","01/01/2013","Build Structure","0.000","0.00","121.21","Billable","BA-Cont-Time","Create something new",""
"2970","TIME","CoreyM","4:12:00","102.01","Hourly","01/01/2013","Bid","0.000","0.00","428.44","Override","BA-Cont-Time","Promise you can do something great",""
"2971","TIME","SamS","5:12:00","103.01","Hourly","01/01/2013","Clean","0.000","0.00","535.65","Do Not Bill","BA-Cont-Time","Take away wreckage and trash and then sweep up",""
"2972","TIME","ShawnR","10:12:00","104.01","Hourly","01/01/2013","Water Feature","0.000","0.00","1060.90","No Charge","BA-Cont-Time","Make something splash and flow",""
"2973","EXP","ShawnR","0:00:00","0.00","","01/01/2013","Pavers","4.125","204.004","841.52","Billable","BA-Cont-Time","Stuff used to make a patio or walkway",""
"2974","EXP","SamS","0:00:00","0.00","","01/01/2013","Wood","5.125","205.005","1050.65","Override","BA-Cont-Time","Stuff used to build structures and other things",""
