"Client Nickname 1","Cost Balance","Current Period w/Unapplied Payments","Fee Balance","Interest Balance","30 Days Total","60 Days Total","90 Days Total","120 Days Total","150 Days Total","180 Days Total","Previous Balance","Total Balance","Balance Due","Days Since Last Bill","Finance Charge","Finance Charge Description","Finance Charge Type","Finance Charge Value","Hold Type A/R Transactions","Hourly Rate","Hours Billed To Date","Percent Interest Annual Rate","Interest Charge At","Interest Grace Period","Interest Type","Invoice Number Format","Invoice Number Next","Invoice Number Type","Last Bill Date","Last Payment Amount","Last Payment Check","Last Payment Date","Last Payment ID","Last Payment Type","% Total Markup/Discount Value","Minimum Hours","New Charges Costs","New Charges Fees","New Charges Interest","New Charges Total","New Receivables","Overdue Balance","Payment Distrib: First Pay In Full","Payment Distrib: First Pay Invoice","Payment Distrib: Order of Charges","Payment Distrib: Require Manual","Payments Not Yet Applied Portion","Prorate Under Min Hours","Record Count",
"Boylston","0.00","959.96","959.96","0.00","0.00","0.00","0.00","0.00","0.00","0.00","959.96","959.96","6568.32","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4888.39","719.97","0.00","5608.36","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Braintree","0.00","921.11","921.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","921.11","921.11","4616.22","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","1827.65","0.00","3695.11","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Brewster","0.00","1043.10","1043.10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1043.10","1043.10","5186.61","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","2059.16","0.00","4143.51","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Bridgewater","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5883.24","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","1497.61","0.00","5883.24","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Brimfield","0.00","1293.40","1293.40","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1293.40","1293.40","8103.81","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6008.89","801.52","0.00","6810.41","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Brockton","0.00","126.11","126.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126.11","126.11","8707.96","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","3016.55","0.00","8581.85","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Brookfield","0.00","233.51","233.51","0.00","0.00","0.00","0.00","0.00","0.00","0.00","233.51","233.51","8836.33","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","2091.14","0.00","8602.82","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Brookline","0.00","343.01","343.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","343.01","343.01","7901.77","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","1277.11","0.00","7558.76","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Buckland","0.00","684.01","684.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","684.01","684.01","6975.99","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4655.06","1636.92","0.00","6291.98","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Burlington","0.00","454.67","454.67","0.00","0.00","0.00","0.00","0.00","0.00","0.00","454.67","454.67","7443.98","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","2104.21","0.00","6989.31","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Cambridge","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6632.84","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5818.35","814.49","0.00","6632.84","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Canton","0.00","802.04","802.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","802.04","802.04","6267.20","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4888.39","576.77","0.00","5465.16","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Carlisle","0.00","922.04","922.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","922.04","922.04","4619.05","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","1829.55","0.00","3697.01","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Carver","0.00","1044.16","1044.16","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1044.16","1044.16","5189.82","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","2061.31","0.00","4145.66","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Charlemont","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5884.77","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","1499.14","0.00","5884.77","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Charlton","0.00","1294.68","1294.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1294.68","1294.68","8105.91","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6008.89","802.34","0.00","6811.23","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chatham","0.00","126.25","126.25","0.00","0.00","0.00","0.00","0.00","0.00","0.00","126.25","126.25","8711.14","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5565.30","3019.59","0.00","8584.89","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chelmsford","0.00","233.76","233.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","233.76","233.76","8838.70","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6511.68","2093.26","0.00","8604.94","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chelsea","0.00","343.39","343.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","343.39","343.39","7903.47","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","6281.65","1278.43","0.00","7560.08","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Cheshire","0.00","684.72","684.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","684.72","684.72","6978.34","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4655.06","1638.56","0.00","6293.62","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chester","0.00","455.15","455.15","0.00","0.00","0.00","0.00","0.00","0.00","0.00","455.15","455.15","7446.58","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4885.10","2106.33","0.00","6991.43","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chesterfield","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","6635.45","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","5818.35","817.10","0.00","6635.45","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chicopee","0.00","786.39","786.39","0.00","0.00","0.00","0.00","0.00","0.00","0.00","786.39","786.39","6254.58","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4888.39","579.80","0.00","5468.19","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Chilmark","0.00","878.64","878.64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","878.64","878.64","4545.21","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","1867.46","1799.11","0.00","3666.57","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Clarksburg","0.00","995.46","995.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","995.46","995.46","5062.41","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","2084.35","1982.60","0.00","4066.95","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
"Clinton","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5803.43","0","0.00","","None","0.00","Off","0.00","0:00:00","0.050000","Period 1","0","Compound","","1","Global Invoice Number","01/27/2013","0.00","","","0","","0.000000","0:00:00","4385.63","1417.80","0.00","5803.43","0.00","0.00","Invoice","Oldest","Interest, Costs, Fees","0","0.00","0","1"
