"Arlington","Invoice Charges","1189.38","5.05","4.56","2092.73","1862.96","778.42","5933.10","Payments","0.00","5.05","4.56","126.44","0.00","0.00","136.05","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashburnham","Invoice Charges","131.19","1201.70","0.50","2337.36","2102.30","894.92","6667.97","Payments","0.00","0.00","112.03","0.00","0.00","0.00","112.03","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashby","Invoice Charges","235.97","130.96","0.47","2571.22","2339.17","1027.80","6305.59","Payments","0.00","113.02","0.00","0.00","0.00","25.05","138.07","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashfield","Invoice Charges","346.58","232.40","0.89","250.40","2572.57","13.84","3416.68","Payments","114.01","0.00","0.00","0.00","25.04","114.06","253.11","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ashland","Invoice Charges","652.22","342.73","2.50","475.41","253.47","1219.86","2946.19","Payments","0.00","0.00","0.00","25.03","115.05","0.00","140.08","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Athol","Invoice Charges","446.23","679.96","1.71","7.37","474.01","132.48","1741.76","Payments","0.00","0.00","1.71","123.41","15.94","0.00","141.06","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Attleboro","Invoice Charges","0.00","450.64","0.00","923.59","5.06","239.01","1618.30","Payments","0.00","25.01","117.03","0.00","0.00","0.00","142.04","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Auburn","Invoice Charges","772.62","3.28","2.51","1152.89","928.60","361.68","3221.58","Payments","0.00","118.02","0.00","0.00","0.00","0.00","118.02","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Avon","Invoice Charges","888.53","760.98","2.95","9.43","1156.41","676.83","3495.13","Payments","119.01","0.00","0.00","0.00","0.00","144.11","263.12","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Ayer","Invoice Charges","968.28","875.67","3.71","1625.70","14.27","469.39","3957.02","Payments","0.00","0.00","0.00","0.00","134.32","10.77","145.09","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barnstable","Invoice Charges","0.00","3033.15","0.00","1874.50","1634.06","27.16","6568.87","Payments","0.00","0.00","0.00","146.07","0.00","0.00","146.07","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Barre","Invoice Charges","46.82","0.20","0.18","2087.68","8.17","8.45","2151.50","Payments","0.00","0.00","122.21","24.84","0.00","0.00","147.05","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Becket","Invoice Charges","62.44","583.02","0.00","4.02","2089.72","10.99","2750.19","Payments","0.00","148.03","0.00","0.00","0.00","0.00","148.03","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bedford","Invoice Charges","384.48","1.11","1.00","2570.76","2339.19","21.95","5318.49","Payments","124.01","0.00","0.00","0.00","0.00","124.06","248.07","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belchertown","Invoice Charges","0.00","11.55","0.00","247.61","2570.70","11.48","2841.34","Payments","0.00","0.00","0.00","0.00","125.05","11.48","136.53","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bellingham","Invoice Charges","1522.11","792.07","5.83","482.76","258.53","12.35","3073.65","Payments","0.00","0.00","0.00","126.04","25.04","0.00","151.08","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Belmont","Invoice Charges","1319.44","1953.34","5.06","20.87","482.82","15.41","3796.94","Payments","0.00","0.00","127.03","20.87","4.16","0.00","152.06","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berkley","Invoice Charges","0.00","1524.79","0.00","932.44","9.47","9.83","2476.53","Payments","0.00","128.02","0.00","25.02","0.00","0.00","153.04","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Berlin","Invoice Charges","944.16","3.46","3.13","1153.53","929.16","12.23","3045.67","Payments","129.01","3.46","3.13","18.42","0.00","129.06","283.08","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bernardston","Invoice Charges","725.73","640.31","2.78","8.27","1155.73","41.19","2574.01","Payments","0.00","0.00","0.00","0.00","130.05","0.00","130.05","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Beverly","Invoice Charges","1337.81","1198.08","5.13","903.37","45.61","14.24","3504.24","Payments","0.00","0.00","0.00","131.04","0.00","14.24","145.28","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Billerica","Invoice Charges","0.00","1819.06","0.00","1896.38","1629.20","22.01","5366.65","Payments","0.00","0.00","132.03","0.00","25.04","0.00","157.07","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blackstone","Invoice Charges","1480.81","6.28","39.15","2093.57","1864.17","22.56","5506.54","Payments","0.00","133.02","0.00","25.03","0.00","0.00","158.05","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","2.01","2.02","2.03","2.04","2.05","2.06","12.21","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Blandford","Invoice Charges","7.66","106.51","0.00","2327.56","2097.05","18.59","4557.37","Payments","134.01","0.00","0.00","25.02","0.00","134.06","293.09","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bolton","Invoice Charges","387.02","212.74","1.48","2572.80","2340.50","22.73","5537.27","Payments","0.00","25.01","0.00","0.00","135.05","0.00","160.06","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boston","Invoice Charges","862.48","596.62","3.31","256.03","2576.14","17.66","4312.24","Payments","0.00","0.00","0.00","136.04","0.00","0.00","136.04","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bourne","Invoice Charges","1974.18","1027.31","7.57","486.01","261.33","15.37","3771.77","Payments","0.00","0.00","137.03","0.00","0.00","15.37","152.40","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxborough","Invoice Charges","721.51","1068.14","2.24","11.12","476.71","8.99","2288.71","Payments","0.00","138.02","0.00","0.00","25.04","0.00","163.06","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boxford","Invoice Charges","0.00","944.32","0.00","927.66","7.02","7.28","1886.28","Payments","139.01","0.00","0.00","25.03","0.00","139.06","303.10","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Boylston","Invoice Charges","959.96","4.08","3.68","1154.18","929.77","12.24","3063.91","Payments","0.00","0.00","3.68","21.34","140.05","0.00","165.07","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Braintree","Invoice Charges","921.11","805.20","3.53","10.23","1156.52","11.58","2908.17","Payments","0.00","25.01","0.00","141.04","0.00","0.00","166.05","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brewster","Invoice Charges","1043.10","925.62","4.00","1625.80","14.19","14.73","3627.44","Payments","0.00","0.00","142.03","0.00","0.00","0.00","142.03","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Bridgewater","Invoice Charges","0.00","1043.20","0.00","1857.25","1625.81","18.61","4544.87","Payments","0.00","143.02","0.00","0.00","0.00","18.61","161.63","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brimfield","Invoice Charges","1293.40","4.88","4.40","2092.61","1863.35","21.61","5280.25","Payments","144.01","0.00","0.00","0.00","25.04","144.06","313.11","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brockton","Invoice Charges","126.11","1294.05","0.48","2338.56","2103.03","24.17","5886.40","Payments","0.00","0.00","0.00","25.03","145.05","0.00","170.08","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brookfield","Invoice Charges","233.51","127.11","0.90","2571.66","2338.91","21.66","5293.75","Payments","0.00","0.00","0.90","170.16","0.00","0.00","171.06","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Brookline","Invoice Charges","343.01","234.99","1.32","250.06","2.70","2.80","834.88","Payments","0.00","25.01","147.03","0.00","0.00","0.00","172.04","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Buckland","Invoice Charges","684.01","345.95","2.06","5.08","251.18","4.84","1293.12","Payments","0.00","148.02","0.00","0.00","0.00","0.00","148.02","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Burlington","Invoice Charges","454.67","1.30","1.17","1.31","471.14","3.29","932.88","Payments","149.01","0.00","0.00","0.00","0.00","152.35","301.36","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cambridge","Invoice Charges","0.00","454.71","0.00","924.83","5.65","5.20","1390.39","Payments","0.00","0.00","0.00","0.00","155.70","5.20","160.90","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Canton","Invoice Charges","802.04","3.41","3.08","1153.50","928.48","11.51","2902.02","Payments","0.00","0.00","0.00","176.07","0.00","0.00","176.07","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Carlisle","Invoice Charges","922.04","806.03","3.54","9.77","1156.54","11.55","2909.47","Payments","0.00","0.00","155.57","9.77","11.71","0.00","177.05","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Carver","Invoice Charges","1044.16","926.56","3.40","1625.52","14.01","14.52","3628.17","Payments","0.00","178.03","0.00","0.00","0.00","0.00","178.03","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","3.01","3.02","3.03","3.04","3.05","3.06","18.21","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Charlemont","Invoice Charges","0.00","1044.25","0.00","1857.19","1625.78","18.57","4545.79","Payments","154.01","0.00","0.00","0.00","0.00","154.06","308.07","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Charlton","Invoice Charges","1294.68","5.50","4.97","2093.24","1863.96","21.69","5284.04","Payments","0.00","0.00","0.00","0.00","155.05","21.69","176.74","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chatham","Invoice Charges","126.25","1295.33","0.48","2338.57","2102.49","24.13","5887.25","Payments","0.00","0.00","0.00","156.04","25.04","0.00","181.08","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chelmsford","Invoice Charges","233.76","127.25","0.90","2571.00","2338.86","21.61","5293.38","Payments","0.00","0.00","157.03","25.03","0.00","0.00","182.06","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chelsea","Invoice Charges","343.39","235.25","0.71","250.22","2572.30","13.65","3415.52","Payments","0.00","158.02","0.71","24.31","0.00","0.00","183.04","Credits","0.00","0.00","0.00","0.00","5.05","0.00","5.05","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cheshire","Invoice Charges","684.72","345.65","2.02","474.70","252.95","6.68","1766.72","Payments","159.01","25.01","0.00","0.00","0.00","159.06","343.08","Credits","0.00","0.00","0.00","4.04","0.00","0.00","4.04","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chester","Invoice Charges","455.15","686.71","1.75","7.48","474.59","6.21","1631.89","Payments","0.00","0.00","0.00","0.00","160.05","0.00","160.05","Credits","0.00","0.00","3.03","0.00","0.00","0.00","3.03","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chesterfield","Invoice Charges","0.00","458.68","0.00","924.84","5.02","5.20","1393.74","Payments","0.00","0.00","0.00","161.04","0.00","5.20","166.24","Credits","0.00","2.02","0.00","0.00","0.00","0.00","2.02","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chicopee","Invoice Charges","786.39","3.34","3.01","1152.76","928.48","11.41","2885.39","Payments","0.00","0.00","162.03","0.00","25.04","0.00","187.07","Credits","1.01","0.00","0.00","0.00","0.00","0.00","1.01","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Chilmark","Invoice Charges","878.64","782.71","2.74","9.38","1156.24","11.22","2840.93","Payments","0.00","163.02","0.00","9.38","15.65","0.00","188.05","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Clarksburg","Invoice Charges","995.46","865.20","3.19","1625.01","13.56","14.07","3516.49","Payments","164.01","0.00","3.19","21.83","0.00","164.06","353.09","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Clinton","Invoice Charges","0.00","976.41","0.00","1857.68","1626.03","84.12","4544.24","Payments","0.00","25.01","0.00","0.00","165.05","0.00","190.06","Credits","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"Cohasset","Invoice Charges","1188.79","5.05","4.56","2092.79","1929.82","21.47","5242.48","Payments","0.00","0.00","0.00","166.04","0.00","0.00","166.04","Credits","0.00","0.00","0.00","0.00","0.00","6.06","6.06","Write Offs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Refunds","0.00","0.00","0.00","0.00","0.00","0.00","0.00","Transfers","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
